,title,author,university,link,body,polarity
25,"Developing a community-academic research network based in Maskwacis, Alberta to improve Indigenous gender-related health and wellness ( 2020/21 )",Susan J Ross,University of Alberta,https://cognit.ca/en/research/project/230573,"This research, based in Maskwacis, Alberta, is a collaboration between the community and researchers to plan research that addresses the topic of GENDER, WELLNESS AND IMPACTS ON HEALTH. The research will address community needs, be feasible, and produce outcomes that are valuable to the community. RESEARCH STEPS 1. Identify community priorities for gender, wellness and health research - by engaging community members in public events: A ONE-DAY COMMUNITY WORKSHOP will be held where Elders, community members and researchers share their knowledge about the community's priorities. The workshop will be followed by a COMMUNITY FEAST to ask for blessings for the new work and give thanks for the community's support. A YOUTH FORUM will be held so that youth (often seen as passive research subjects) can become active partners in the research. 2. Interviews and group discussions with community members, leaders and Elders - will provide further depth regarding the priority research ideas. This process will ensure that one research idea, based on Indigenous values and beliefs goes forward for development. 3. After identifying one community priority for gender and health research - the idea that community members believe has the highest potential for impact on gender and wellness, will use the final six months of the project to design and plan research addressing that research question. 4. Assess research capacity and research facilities - during the work, we shall identify the range and number of researchers based in Maskwacis and physical resources available to them, and describe steps to address any deficits, eg initiating plans for research training. The VALUE OF THE RESEARCH lies in the combination of community members working with researchers to plan a Maskwacis research agenda related to gender, health and wellness, and DEVELOPING A RESEARCH PROJECT THAT ADDRESSES COMMUNITY PRIORITIES, THAT IS READY FOR IMPLEMENTATION AND OWNED BY THE COMMUNITY.",0.10025252525252525
26,COVID-19 Variant Supplement - Improving Outcomes in Individuals with COVID-19 with Renin-Angiotensin System Inhibition: The COVID-RASi Trial ( 2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/232989,"Cardiovascular disease is not only the #1 killer chronically, but is also the #1 killer in COVID-19. Elderly patients with previous heart attack or stroke, or hypertension or diabetes, have high risk of getting infected. Surprisingly they also suffer 3 to 5 times the chance of dying compared to other infected patients. A clue may lie in a group of commonly used medicines, called renin-angiotensin system (RAS) inhibitors, including ACE inhibitors and angiotensin receptor blocks or ARBs, usually extremely protective for our cardiovascular patients. But they have come under attack because they are suspected to increase the levels of ACE2 in the body, also part of RAS, which is the receptor for the virus, or the doorway for virus to enter our body. So are these agents safe or dangerous? This has become a major source of fear for both patients and physicians alike, and a raging controversy. To answer this question, we analyzed data from Wuhan, and found that these agents actually to be extremely protective. This finding was also replicated in another study examining patients in Europe and America. However, these data looked backwards at events past, which can be fraught with hidden biases. Therefore, the world desperately needs a proper forward-looking trial to evaluate these agents in COVID-19. Together with our Canadian and international partners experienced in COVID-19 research, we are starting this large trial to evaluate whether adding ACE inhibitors, or ARB's, compared to no added treatment in high risk COVID-19 patients, can decrease the chance of dying, requiring ventilators or ICU. A positive trial showing benefit will potentially save many lives in the world, using a very simple and cheap set of medications. Even if we found the medications to be safe, it will be very reassuring for millions of patients. We want to answer this question with urgency to benefit Canadians and cardiovascular patients worldwide in this COVID-19 era.",0.07280463363796698
27,Improving Medication Prescribing-Related Outcomes for Vulnerable Elderly In Transitions (IMPROVE-IT): A Pilot Randomized Trial ( 2019/20-2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/214628,"Medication safety is a crucial health issue for every older Canadian since many of the medications causing serious harm are those which also have life-saving or important symptom-relieving benefits. Very few specialists can accurately advise seniors which medications provide more benefit than harm for them personally, and make changes safely as this requires a very large breadth and depth of knowledge about the patient, the conditions they have and their therapies. Now that telemedicine is compatible with smart phones, this extends the ability of scarce specialists to 'see' any patient in Canada in a way that is more convenient for the patient and may be less expensive than current care. This project will find out whether a unique Clinical Pharmacology specialist team in Hamilton, Ontario can improve medication safety (stop medications no longer needed, reduce doses where appropriate, change to safer medications) for a high risk group of older hospitalized Canadians taking many medications. The hospital where this pilot study will take place was the first to install the world's leading electronic health record and set it up to facilitate and support high quality research. Patients who volunteer will be assigned to their usual care, or to the intervention which is the Clinical Pharmacology specialist team approach starting in hospital and following up with the patient at home using telemedicine and detailed communication with them, their caregiver, family physician, community pharmacist and other specialists. We will study whether the intervention is effective and cost-effective at reducing harmful medication burden, reducing the need to return to hospital, or improving the patient's ratings of their care coordination. The results will determine whether a subsequent large trial is worthwhile.",0.17657738095238099
28,SAFE PNB -Safe Analgesia For Elders receiving Peripheral Nerve Blocks for hip fracture ( 2019/20-2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/214854,"Over 20,000 older Canadians break their hips yearly, a painful occurrence that usually requires surgery. Older people who have a hip fracture are also at high risk of bad health outcomes. Over 20% of older people with a hip fracture have a serious complication, many do not regain the full ability to walk after surgery, and 25% die within six months. This means that we need to develop ways to make hip fracture care safer. Because hip fractures cause a lot of pain, strong painkillers (like morphine and other opioid drugs) are often needed. But these drugs can have serious side effects, like breathing problems, memory loss and delirium. Unfortunately, if hip fracture pain isn't treated, patients can also suffer issues with their ability to walk and move, their memory function, and other serious complications. So, finding ways to effectively manage hip fracture pain without strong opioid medications could lead to less pain and lower rates of bad health outcomes. Research suggests that using nerve blocks, where local anesthetic (aka freezing) medication is injected near the pain nerves that supply the fracture, can improve pain and decrease complications. While these improvements sound promising, recent reports also tell of a person dying after a nerve block because the health system wasn't properly set up to care for the nerve block in a high-risk hip fracture patient. This means that before nerve blocks are widely used for hip fracture pain, we should do research to understand their safety profile and how the health system can best-support safely giving these nerve blocks. To help to understand the safety profile of nerve blocks, we propose a study to: (1) define how often complications arise directly related to nerve blocks, (2) to determine how the health system could be best prepared to safely provide nerve blocks, and (3) to see if using nerve blocks leads to an overall increase or decrease in complications during hip fracture hospital stays.",0.016969696969696982
29,La souffrance psychologique chez les hommes âgés atteints d'un cancer incurable ( 2018/19-2019/20 ),Isabelle Wallach,Université du Québec à Montréal,https://cognit.ca/en/research/project/183066,No summary,0.0
30,L'importance et la reconnaissance de la sexualité des personnes âgées en soins palliatifs : une étude qualitative exploratoire ( 2019/20 ),Isabelle Wallach,Université du Québec à Montréal,https://cognit.ca/en/research/project/226230,No summary,0.0
31,Trajectoires de services locaux intersectorielles en matière de lutte contre la maltraitance envers les personnes aînées ( 2019/20 ),Marie Beaulieu,Université de Sherbrooke,https://cognit.ca/en/research/project/229508,No summary,0.0
32,Programme de promotion du «bien vivre ensemble» et de lutte contre la maltraitance entre résidents : Améliorer la vie collective en résidence privée pour aînés ( 2018/19-2019/20 ),Marie Beaulieu,Université de Sherbrooke,https://cognit.ca/en/research/project/187144,"La maltraitance entre aînés en résidences privées pour aînés (RPA) est un problème émergent tant chez les cadres en RPA, les intervenants et cadres des organismes du réseau public et communautaire et les scientifiques. L'ampleur du problème et ses conséquences psychologiques, physiques et sociales chez les aînés maltraités ou témoins dénotent de l'urgence d'agir. Peu des quelques outils de sensibilisation et de prévention de la maltraitance entre aînés sont validés et sont applicables en RPA. Aucun ne propose une perspective globale d'intervention alliant des actions de lutte contre la maltraitance aux actions de promotion du « bien vivre ensemble ». Préoccupés par le bien-être des aînés vivant en RPA et par l'amélioration continue de leurs pratiques visant à contrer la maltraitance entre résidents et de promotion du « bien vivre ensemble » en RPA, Chartwell Mastercare LP, La Fondation Jasmin Roy Sophie Desmarais, DIRA-Estrie, le Centre collégial d'expertise en gérontologie du Cégep de Drummondville, ainsi que 4 autres partenaires potentiels se joignent à l'équipe de recherche afin de mener conjointement le projet selon une démarche de recherche participative. Trois cadres théoriques sont mobilisés dans cette étude : l'approche écosystémique de Bronfenbrenner (1979), l'approche d'Intervention Mapping (Bartholomew, 2011), et le Purposeful Program Theory (Funnell et Rogers, 2011). Ce projet a pour but de développer et d'implanter un programme de lutte contre les situations de maltraitance entre résidents et de promotion du « bien vivre ensemble » au sein des RPA. En s'appuyant sur les besoins des résidents, des employés et des cadres chez Chartwell, ainsi qu'un inventaire des pratiques existantes, ce projet vise à : 1. Documenter les pratiques de lutte contre maltraitance entre résidents et de promotion du « bien vivre ensemble » en RPA; 2. Élaborer un programme visant à lutter contre les situations de maltraitance entre résidents (prévention, repérage, intervention) et à promouvoir le « bien vivre ensemble » en RPA et puis l'implanter; 3. Réaliser une évaluation développementale de l'implantation du programme visant à lutter contre les situations de maltraitance entre résidents et à promouvoir le « bien vivre ensemble » en RPA. L'état des connaissances sur les pratiques et les besoins en matière de lutte contre la maltraitance entre résidents et de promotion du « bien vivre ensemble » sera mis à jour tout au long du projet. L'objectif 1 sera atteint par des collectes de données qualitatives, sous forme de récits narratifs. L'objectif 2 sera atteint en mobilisant un comité de travail, composé de résidents et d'employés, travaillant de concert avec l'équipe de recherche et les partenaires afin d'élaborer un programme d'intervention, en français et en anglais, qu'ils implanteront au sein de trois résidences Chartwell. L'objectif 3 sera atteint au moyen d'une évaluation développementale de l'implantation du programme. Chartwell contribuera en nature (47 000$) pour : faciliter le recrutement des participants, mise à disposition d'un local pour les rencontres des comités et entrevues, libérer des employés et des cadres qui participeront aux activités de recherche. La Fondation contribuera en espèces (40 000$ : 36 000 $ pour un stage MITACS de doctorat et 4 000 $ pour graphisme et traduction du programme), et en nature (10 000$ pour : diffusion du programme, relations avec les médias, participation aux rencontres du comité-aviseur et soutien occasionnel). Les autres partenaires offrent une contribution en nature pour leur participation au comité-aviseur et un soutien occasionnel d'une valeur de 1 800 $ pour le Centre collégial d'expertise en gérontologie et de 1 021 $ pour Dira-Estrie.",-0.016666666666666666
33,Use of indicator acid oxidation to determine amino acid requirement ( 2015/16-2020/21 ),Rajavel Elango,University of British Columbia,https://cognit.ca/en/research/project/150243,"Protein is a key component of the diet which allows growth and maintenance of health. All body proteins are made up of 20 amino acids. Among these 20 amino acids there are 9 amino acids, which our body cannot make, and therefore must come from food sources, and are called essential amino acids. The rest of the 11 amino acids can be made in our body if there is enough protein and calories in our food. But under some conditions, such as infants, people with disease, pregnant women, lactating women, elderly, the body may need more protein and essential amino acids. Until now, studying pregnant and lactating women, elderly and their protein (amino acid) needs has been difficult, because previous methods require invasive techniques and week-long test diets. This could cause harm in pregnancy to the actively growing fetus, and in elderly people. We have recently started to use a very minimally invasive state-of-the-art method, using stable isotopes and collection of breath samples to determine amino acid and protein needs. Stable isotopes are completely safe, and these methods are rapid and quick and require only one day of the test diets. Using this method we recently showed that the actual requirements for protein are quite high, compared to current recommendations. We are in now in a position to study this further and also find out the different essential amino acid that our body needs during different stages of pregnancy, lactation and elderly. Our results will help in making diet and nutrition recommendations to make sure both mother and baby are actively growing, and have a healthy, successful pregnancy. Also elderly people suffer from muscle loss with aging and will benefit from more accurate protein recommendations to maintain muscle mass to lead a high quality of life.",0.1260215053763441
34,"Queering age, aging queers ( 2018/19-2019/20 )",Jami L McFarland,Western University,https://cognit.ca/en/research/project/184904,No summary,0.0
35,"Real-World Evaluation of the Efficacy, Safety and Cost-Effectiveness of Statins for Primary Prevention of Cardiovascular Disease Among the Elderly - A Causal Perspective to Treatment Trajectory Analysis ( 2019/20-2020/21 )",Caroline Sirois,Laval University,https://cognit.ca/en/research/project/214732,"Many clinical trials have demonstrated the benefits of statins (cholesterol-lowering drugs) for preventing a first cardiovascular event in people at risk of such events. From an economic perspective, statin treatment for preventing a first cardiovascular event in people at high risk of a cardiovascular event would be advantageous. Unfortunately, few studies have investigated the benefits and risks of statins for preventing a first cardiovascular events in the elderly. Although these studies indicate there are benefits for these people as well, much remains to be known about the full range of benefits and risks. Data are particularly scarce for very old people, elderly that already have many diseases or those that are already taking multiple drugs. Finally, it is unclear if the benefits that have been observed in clinical trials fully translate in real life, because medical monitoring is often better in clinical trials than it is in real life. For instance, it is known that people do not take their statin medication as well in real life as they do in clinical trials. The primary goal of this project is to provide additional evidence regarding the real-life benefits and risks of statins medication in the elderly for preventing a first cardiovascular event. To do this, we will use data from anonymized population-wide administrative databases. We will examine the patterns of how the elderly get statin medication over time and see how these different patterns are associated with the occurrence of cardiovascular events, mortality or possible major side effects. We will also perform an economic evaluation of statin treatment. To be able to do this, we will first need to develop new data analysis methods. These methods will not only be essential to answer the important questions of the current project, but many other research questions regarding treatment patterns over time using administrative databases.",0.18372943722943727
36,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Caroline Sirois,Laval University,https://cognit.ca/en/research/project/230745,"La prise de plusieurs medicaments, la polypharmacie, est de plus en plus commune, surtout chez les personnes agees. Pour l'instant, il n'est pas possible de bien departager quelles polypharmacies apportent des benefices et quelles sont inappropriees. En effet, le nombre de combinaisons de medicaments possibles est imposant, et prendre en compte les caracteristiques individuelles de chacune des personnes rend la situation tres complexe. L'intelligence artificielle permettra de comprendre ces elements pour en degager des normes. Nous utiliserons les donnees du Systeme integre de surveillance des maladies chroniques du Quebec qui contiennent les informations sur les reclamations de medicaments pour l'ensemble des aines du Quebec depuis 1996, de meme que les informations sur les services medicaux, les hospitalisations et les deces. Ces donnees, decrivant l'exposition aux medicaments de chaque individu, permettront d'entrainer un systeme expert base sur l'intelligence artificielle pour etablir quelles combinaisons, sequences, durees de traitement sont associees a des effets negatifs (ex. hospitalisations, deces) et lesquelles les evitent en tenant compte des conditions medicales et sociodemographiques de la personne. L'analyse de ces donnees pourrait engendrer des enjeux ethiques, legaux et sociaux que nous explorerons afin d'assurer que les resultats ne conduisent pas a accroitre d'eventuelles inegalites dans les traitements que nous observons presentement entre differents sous-groupes de la population. Les resultats serviront a developper la surveillance de la polypharmacie dans la population et apporteront des connaissances nouvelles sur l'usage de medicaments qui pourraient changer la pratique clinique. De nouvelles avenues de recherche en intelligence artificielle seront egalement explorees, permettant le developpement de cette discipline en sante.",-0.26666666666666666
37,The DIVERT-CARE (Collaboration Action Research & Evaluation) Study: A Multi-provincial Pragmatic Trial of Cardio-Respiratory Management in Home Care ( 2016/17-2019/20 ),Samir K Sinha,University of Toronto,https://cognit.ca/en/research/project/153246,"Home care clients are a large and medically complex subgroup of community-dwelling older adults. Older adults have higher rates of emergency department use relative to younger persons and their share of emergency department visits have swelled. Home care clients have double the emergency department utilization rate compared to nursing home residents and other community dwelling older adults. High emergency department use among home care clients reflects their relative health complexity, and the lack of appropriate supportive chronic disease management services in the community-based home care. Building on our previous pilot work, we propose a three-year research agenda to further adapt and test chronic disease management interventions in home care. Known as the DIVERT-CARE (Collaboration Action Research & Evaluation) Study, the project will be led by a multi-provincial collaboration of home care partners and researchers. Specifically, we will evaluate the following questions: 1) What factors impede chronic disease management from the perspective of clients/families and home care providers? 2) Can targeted interventions reduce emergency department visits and enhance quality of life compared to controls? 3) If effective, is there evidence of cost-effectiveness?",0.11750626566416039
38,Deepening the roots of living in a good way for Indigenous Children. The Indigenous Youth Mentorship Program ( 2018/19-2020/21 ),Malcolm King,University of Saskatchewan,https://cognit.ca/en/research/project/180207,"Type 2 diabetes and obesity disproportionately affect Indigenous children in Canada. The inequities in diabetes and obesity can be traced back to several forms of transgenerational trauma, stress and adversity that accompanies settler-led cultural genocide and on-going institutional racism that Indigenous children face. Strengths-based, resilience, centred programs are therefore needed to overcome these inequities. With the support of Indigenous youth in Manitoba, we developed a peer-based mentoring program, centred on an Indigenous model of resilience; Dr.Martin Brokenleg's Circle of Courage, called the Indigenous Youth Mentorship Program (IYMP). During the last 2 years as a Pathways 2 Implementation Research Team we expanded from 5 communities in Manitoba and to 13 communities across 4 provinces in Canada. Using a participatory action model, guided by the teachings of elders, knowledge keepers and youth on our team, we will build on the successes of the past 2 years to (1) explore a novel pathway through which IYMP can reduce the risk of type 2 diabetes in youth, through the Indigenous concept of Mino-pimatisiwin/bimaadiziwin ""living in a god way"", (2) deepen the reach of IYMP within existing communities, (3) explore relational models of rippling IYMP to new communities, and (4) study the process of moving IYMP from a university-based program to a sustainable community-led organization. This information will provide information and infrastructure to support rippling of other wellness promoting community-based programs across Canada.",0.006818181818181822
39,Long-term immune activation by a mucosal RSV subunit vaccine: mechanism of action and application to vaccination of elderly ( 2020/21 ),Sylvia Van Drunen Littel-van den Hurk,University of Saskatchewan,https://cognit.ca/en/research/project/230309,"While previously underestimated, respiratory syncytial virus (RSV) contributes to a significant proportion of severe respiratory disease and mortality in the elderly, similar to influenza. With a growing elderly population, a RSV vaccine is urgently needed, but not available. The elderly tend to respond more weakly or inconsistently to vaccination unless they receive vaccines that are specifically developed for them. Our overall objective is to develop and characterize a RSV vaccine for elderly. As RSV infects the respiratory tract, the presence of virus neutralizing antibodies at this site is critical. Boosting and maintaining high neutralizing activity of antibodies in the serum by intramuscular vaccine administration may be adequate as serum antibodies can penetrate and protect the lower airways and lungs. However, mucosal immunization is required to induce production of local IgA antibody and the correct type of T lymphocytes in the respiratory tract. We already have a safe, effective vaccine candidate consisting of a protective antigen of RSV and an immunostimulatory adjuvant. When administered either intramuscularly or intranasally, this RSV vaccine induces long-term, protective immunity in several neonatal and adult animal models, e.g. mice, cotton rats and lambs. We have evidence that this vaccine also elicits an immune response in old mice. We will evaluate the magnitude and longevity of this immune response, as well as protection from RSV infection in old animals, and if necessary optimize the RSV vaccine. Furthermore, we will fully characterize the properties of this vaccine, which will expedite human clinical trials and licensing. An effective RSV vaccine will decrease morbidity and mortality due to RSV infection, which will in the future, improve the health of the elderly and significantly reduce health care costs. In addition, our new adjuvant has applications in vaccines against other respiratory pathogens such as influenza virus as well.",0.10671536796536797
40,"Management of psychosocial stressors across older adulthood: the age-related roles of discrete emotions, motivational tendencies, and control strategies ( 2017/18-2019/20 )",Christiane Hoppmann,University of British Columbia,https://cognit.ca/en/research/project/113299,"The population of industrialized countries is aging and individuals in advanced old age (80+ years) represent the fastest growing segment of the population (Christensen et al., 2009). Advanced old age is also characterized by an increasing experience of psychosocial stressors (e.g., difficulty with goal attainment, life regrets, or social losses), which can compromise many areas of psychological functioning (Baltes & Smith, 2003). Of importance, the adaptive value of psychological processes that older adults could use to manage age-related stressors is thought to depend on an individual's life phase and associated age-related declines in the controllability of stressors (Heckhausen et al., 2010). As a consequence, the proposed research is based on the premise that individuals in early and advanced old age need to optimize their psychological outcomes by responding to stressful experiences in different ways. Our theoretical approach assumes that both specific negative emotions (i.e., sadness versus anger) and certain motivational tendencies could play an important role in the age-related adjustment to stressors, as these factors can promote different control strategies. For example, when stressors become increasingly intractable in advanced old age, sadness responses (Nesse, 2000) and certain motivational tendencies (e.g., goal adjustment capacities or self-compassion) could protect psychological outcomes by fostering goal disengagement and self-protection. By contrast, anger responses to occurring stressors (Carver & Harmon-Jones, 2009) and other motivational tendencies (e.g., optimism or self-mastery) may serve adaptive functions to a greater extent in early old age, as they are likely to contribute to overcoming potentially manageable stressors. Given that they are partially independent factors that can exert similar behavioural functions, emotional responses and motivational tendencies may also work together and interact synergistically in predicting an age-adjusted use of control strategies and associated outcomes. In addition, we expect that age effects of both emotional responses and motivational tendencies will be enhanced among older adults who experience particularly severe stressors that are highly relevant to them (Heckhausen & Wrosch, 2016). Finally, we will include a self-protective writing intervention aimed at increasing adaptive goal disengagement strategies. This intervention is expected to prevent a deterioration of psychological outcomes particularly in advanced old age and should be effective especially among older adults who do not tend to react to intractable stressors with sadness or do not possess the motivational tendencies that support goal disengagement strategies. The study's hypotheses will be tested in four waves of data in a heterogeneous and longitudinal study of 150 adults in early old age (age 65-79) and 150 adults in advanced old age (age 80+). Each wave will include a general questionnaire and a 5-day daily assessment period to examine effects of relatively chronic and daily stress experiences. An intervention will be included in the same sample after wave 3 to examine whether adverse developmental outcomes can be changed. The main variables will assess participants' subjective and objective stress experiences, emotional responses, motivational tendencies, control strategy use, and psychological outcomes (well-being, lifestyle activity, and effective sleep). The study integrates and advances different theoretical accounts of life-span development (emotion, motivation, and inter-individual differences). The expected results are likely to discover novel pathways to successful development in early and advanced old age and can be used to improve older adults' quality of life.",0.10051256613756614
41,It takes two to tango: a couples approach to goal regulation in old age ( 2016/17-2019/20 ),Christiane Hoppmann,University of British Columbia,https://cognit.ca/en/research/project/109853,"Canada is experiencing a period of unprecedented socio-demographic change. Over the next ten years, the proportion of older adults is expected to double, making it essential to better understand how older adults may be able to continue pursuing valued goals and lead a meaningful life until late in life. To date, most aging research focuses on the individual. Yet, we, and others, have shown that key indicators of successful aging such as social engagement, well-being, and cognitive functioning are closely interrelated in couples. Embracing a social contextual perspective on aging, the proposed research extends previous aging models to couples to better understand the mechanisms that help older partners accomplish together what may not be possible alone. Goal-based aging models emphasize the need to distinguish between two qualitatively distinct processes that contribute to successful aging: engaging in the pursuit of valued goals and adjusting unattainable ones. These processes involve several different components: (a) selectively attending to goal-relevant information, (b) appraising a situation based on goals, (c) modifying behaviors to overcome problems with goal pursuit, and (d) disengaging from unfeasible goals. In extending this individual-focused model to couples, the proposed research aims to shed light on how older partners may be able to promote goal regulation across all four model components. Specifically, we distinguish between two ways in which partners may promote goal regulation in old age: (a) by creating a social context that strengthens individual resources, thereby allowing older adults to perform at their best (optimization) and (b) by directly getting involved when optimization does not suffice (compensation). We expect that partner self-validation is a particularly important mechanism that helps older adults optimize goal regulation. We further propose that partner collaborations are an effective means to compensate for age-normative resource limitations when optimization does not suffice. The proposed study uses an innovative combination and integration of experimental paradigms and repeated daily life assessments ('time-sampling') to address these research questions within the same sample. Specifically, 100 older couples will complete an experimental module on partner optimization, an experimental module on partner compensation, and ten days of simultaneous repeated daily life assessments from both spouses ('time-sampling') using a senior friendly iPad mini app. This approach will allow us to pinpoint the proposed causal mechanisms underlying partner optimization and compensation in goal regulation under controlled laboratory conditions. Combining lab and life will further help to examine the ecological validity of experimental findings, study the daily life dynamics underlying spousal goal regulation, and link them with time-varying indicators of well-being. The ultimate goal of this research is to provide a deeper, more complete understanding of the ways in which older partners can help each other to accomplish together what might be difficult to realize alone. Consequently, findings will lead to an advancement of knowledge from a scientific point of view. They will also benefit stakeholders and community organizations by guiding educational interventions that capitalize on the role of partners for promoting successful aging at a historical point in time when the large Baby Boomer cohort is entering retirement age. Finally, this research will also contribute to student training and help launch the next generation of aging scholars and knowledge mobilization agents.",0.1532993197278911
42,"Quality of late life (QOLL): understanding and promoting adaptive psychological mindsets, physical engagement, and independence among older adults ( 2015/16-2019/20 )",Christiane Hoppmann,University of British Columbia,https://cognit.ca/en/research/project/107850,"Apocalyptic media accounts of the 'Aging Tsunami' sensationalize the destructive consequences of shifting age demographics. Yet, as more individuals live into their 8th and 9th decades of life and beyond, society will face daunting challenges due in part to an increase in their dependency. Nearly 40,000 Manitobans received home care services in 2011-12, and 4% of Canadian seniors report needing but not receiving care. Research is needed to facilitate the ""aging in place"" initiative that aims to extend the period during which individuals live independently in their own homes. The objectives of the proposed research are to contribute to scientific knowledge regarding how older people avoid functional dependency and remain resilient and to design a cognitive program to increase independence in late life. Guided by a highly regarded social cognition theory, the premise is that adaptive psychological mindsets (causal attributions) play a key role in fostering behavior that, in turn, promotes independence and quality of life. The behavior to be considered is everyday physical activity (EPA) that occurs in the day-to-day rhythm of life. EPA fosters daily social exchanges and small achievements that embellish a sense of personal control. Since the study of non-intense activity is overshadowed by research on vigorous physical activity and a ""more-is-better"" message, little is known about the consequences of EPA for independence. Our research is underpinned by a conceptual model featuring the psychological mindsets that govern EPA and the consequences for independence (Antecedents-EPA-Independence). A multi method approach will be used to analyze existing data and gather new data through field methods, focus groups, and an experimental pre-post design. Phase I will examine a representative sample of older community-dwelling adults whose EPA is assessed with objective accelerometers. The antecedents of EPA will include causal attributions, demographic, and contextual factors, and the consequences will include subjective (perceived needs) and objective (home care services, personal care living) indexes assessed over several years. Hypotheses will also examine moderators that may qualify the relationships and mediators (mechanisms) that may explain the relationships. This will generate scientific knowledge about the role of psychological mindsets in offsetting dependency and will also help to inform the design of a cognitive program to modify maladaptive attributions for inactivity. Phase II will design a program that will include individualized personalized visual feedback depicting participants' causal thinking profiles. Phase III will examine the program efficacy to test whether the treatment (vs. control) group experiences improvements in EPA and psychological independence. Phase IV will involve aggregating and synthesizing of knowledge to design the final program. The scholarly contributions will include creating new knowledge and a novel and comprehensive cognitive program to promote independence and foster resiliency. The application of attribution theory in a previously unexplored context will generate insights for clinical psychologists whose aim is to improve quality of life. Arming older adults with knowledge to foster adaptive thinking has the potential to forestall dependency and enable them to flourish. This also has implications for the informal care system, possibly reducing caregiver burden for middle-aged adults who provide care for loved ones, and offsetting financial strain in the formal care system that will accompany the escalating needs of our aging society. In doing so, our research will directly move knowledge into action in a way that can impact ""the intellectual, economic, and social fabric of society"".",0.04731060606060606
43,The PREvention Program for Alzheimer's RElated Delirium (PREPARED) Cluster Randomized Trial ( 2016/17-2020/21 ),Philippe Voyer,Laval University,https://cognit.ca/en/research/project/152741,"By the year 2038, over a million Canadians are expected to have Alzheimer's disease, a type of dementia. Dementia increases the risk of nursing home placement among the elderly more than fivefold. Given the exceptionally vulnerable nature of this patient population, there is a pressing need to ensure that the clinical care they receive is evidence-based, tailored specifically for them, and meeting the high standards of quality that would be expected in any other health-care setting. Delirium is a sudden and severe change in brain function that can cause a person to appear confused or disoriented, have memory loss, and have difficulties maintaining focus. It is an urgent care issue facing elderly patients residing in nursing homes, or long-term care (LTC) facilities. Delirium is a significant cause of illness and mortality, affecting between 10%-89% of LTC patients, but little research has focused on delirium prevention in the LTC setting. This study will assess the effectiveness of a LTC Multicomponent Delirium Prevention Program (MDPP). The MDPP is an educational intervention provided to nursing staff working in LTC facilities that consists of four components: a decision tree, an instruction manual, a training package, and a toolkit. The feasibility and acceptability of the MDPP has already been successfully demonstrated; however, a thorough and well-designed large scale study is needed in order to confirm its ability to reduce delirium among LTC residents. In this study, at least 16 LTC facilities will be randomized to either receive the MDPP or to receive usual care. At the end of the 4-year study period, we will be able to demonstrate the degree to which the MDPP intervention reduces: 1) the number of new cases of delirium; 2) delirium severity; and 3) the duration of delirium episodes. This study will provide the blueprint of a program that can be transferable to LTC institutions across Canada.",0.054302902979373575
44,Connecting local welfare networks ( 2011/12-2019/20 ),Yves Couturier,Université de Sherbrooke,https://cognit.ca/en/research/project/106023,"This partnership brings together 27 university researchers, and 18 non-university researchers from 6 CSSS and 6 community roundtables in the social service sector in Quebec. The general objective of this partenrship is to bring researchers, practitioners and decision-makers together, across different social service sectors (e.g. elderly, children and youth, employability, work-family conciliation) and in different regions (different demographics, organizational configurations, governance procedures), to co-construct and share knowledge about networked service delivery and its dynamic interface with different family types.We will develop a new perspective on the « network society »: on its significance for the interface between public, private (market and family) and community actors in the field of social intervention; on the increasing formalization of networks of social intervention at the local level; and on the effects of this new mode of service delivery on professional practices and on family and individual well-being. Networks have become the hottest new vehicle for the delivery of social services, but do they work for local populations in need of help? Under what conditions, and for what purposes do they work best, or not well at all? How and why do they differ in structure and mode of operation from one region to another or from one sector of activity to another? Why are so many jurisdictions moving towards inter-sectoral, locally-based networks for service delivery and what are their effects on professional practices and on the service-user interface? The goals of the partnership are to structure sustainable opportunities for a full array of stakeholders to join forces with an 'epistemic community' of researchers, to explore these issues, to resolve the inherent problems of networked intervention, and to develop scientific and practical knowledge leading to improvements in intervention and well-being. We will capture and critically analyse emerging developments, benefiting from a ""natural experiment"" in the province of Quebec in which networking has become a ""required passage"" for the development of services in the public and community sectors, and collaborate with other Canadian partners to ""mobilize"" new knowledge and new practices in the social intervention field. With respect to knowledge mobilisation, the specific objectives are to deepen and renew understandings of social intervention networks by focusing on the co-construction of knowledge between researchers and partners from the intervention milieu; to increase the scientific and social impact of research related to social intervention networks, through the establishment and dissemination of knowledge tools; and to raise awareness and to influence practitioners, managers, decision-makers to question or transform their practices in the light of research results, through knowledge-sharing activities. A partnership or network approach is clearly essential for studying networks. It alone can foster the development of research and knowledge mobilization projects rooted in current, local concerns that that are relevant to local populations and practitioners; the emergence of a local ""knowledge culture"", encouraging innovation and improving the links between services and users; and the enhancement of responses within formal networks to the complex issues experienced by individuals, families and communities. The research and knowledge mobilisation projects developed in the framework of this partnership will contribute to the emergence of a new way of seeing and understanding network intervention, from the bottom up, and will produce results that are recognizable to the actors, and which therefore constitute accessible and actionable knowledge.",0.10436363636363635
