,title,author,university,link,body,polarity,lemmatized,topic,topics
45,Improving Depression Screening in Geriatric Patients by Reducing Bias and Generating Individualized Accuracy Estimates: An Individual Patient Data Meta-Analysis of the Geriatric Depression Scale (GDS) ( 2018/19-2019/20 ),Machelle Wilchesky,McGill University,https://cognit.ca/en/research/project/181609,"Major depression is common among elderly Canadians. Depression screening, which involves using short questionnaires to identify people who may have unrecognized depression, has been suggested as a way to improve the detection, management and treatment of depression. Some organizations recommend depression screening for elderly adults, but screening is not currently recommended in Canada's main healthcare guidelines due to concerns that screening tools do not accurately distinguish between patients with and without depression. Another concern with existing screening methods is that they do not do consider patient risk factors such as age, sex, care setting, and medical diagnoses, which may be associated with depression. Instead, they simply classify patients as either ""likely"" or ""not likely"" to be depressed. In our project, we will combine original patient data from published studies that used the Geriatric Depression Scale (GDS) depression screening tool, in order to create a very large database that can be used to determine more accurate ways to identify elderly patients with depression. The project will allow us to determine the probability that a specific elderly patient is depressed by considering the patient's individual depression score along with specific patient characteristics (e.g., age, sex, care setting, medical diagnosis). To implement our findings, we will develop a free online calculator that will allows healthcare professionals to use the results of our research with their patients in clinical practice. This project will improve the effectiveness of depression screening in the elderly, which depends on accurate screening questionnaires. In collaboration with Canadian guideline-makers, findings from this project will be applied in hospitals and health clinics to facilitate effective depression screening programs, improve the management of depression, and set Canada apart as a leader in depression research and practice.",0.1112060041407867,major depress common elder canadian depress screen involv short questionnair identifi peopl unrecogn depress suggest improv detect manag treatment depress organ recommend depress screen elder adult screen current recommend canada main healthcar guidelin concern screen tool accur distinguish patient depress concern exist screen method consid patient risk factor care set medic diagnos associ depress instead simpli classifi patient like like depress project combin origin patient data publish studi geriatr depress scale depress screen tool order creat larg databas determin accur way identifi elder patient depress project allow determin probabl specif elder patient depress consid patient individu depress score specif patient characterist care set medic diagnosi implement find develop free onlin calcul allow healthcar profession result research patient clinic practic project improv effect depress screen elder depend accur screen questionnair collabor canadian guidelin maker find project appli hospit health clinic facilit effect depress screen program improv manag depress canada apart leader depress research practic,1,"health, house, money, volunteer, abuse"
46,Depression In community Residing Elders (DIRE): A Rapid Review and Network Meta-Analysis of Depression Telemedicine Treatments for Older Adults Living in the Community. ( 2020/21 ),Sharon E Straus,University of Toronto,https://cognit.ca/en/research/project/231768,"Depression is the single most common mental illness in older adults and it leads to significant struggle day to day. Older adults experiencing depressive symptoms, such as low mood, are often under treated. One reason for under treatment is difficulty accessing treatment. Social isolation worsens low mood, and many other symptoms of depression. There are virtual or telemedicine approaches using phones or computers, that healthcare providers can use to provide treatments for depression in older adults. During the COVID-19 pandemic, older adults are even more socially isolated and less able to seek care. This vicious cycle contributes to poor outcomes for society's most vulnerable members. Our goal is to determine what telemedicine strategies are available for older adults with depression, and which are most effective in reducing symptoms. We will do this by reviewing all the existing studies in scientific research. Through analysing these studies we will be able to determine which treatments work best for patients. Knowing which treatments are best will allow us to inform patients, doctors, and health care teams how to best use these services to help reduce the burden of depression in older adults.",0.1962053571428571,depress singl common mental ill older adult lead signific struggl older adult experi depress symptom mood treat reason treatment difficulti access treatment social isol worsen mood symptom depress virtual telemedicin approach phone comput healthcar provid provid treatment depress older adult covid pandem older adult social isol abl seek care vicious cycl contribut poor outcom societi vulner member goal determin telemedicin strategi avail older adult depress effect reduc symptom review exist studi scientif research analys studi abl determin treatment work best patient know treatment best allow inform patient doctor health care team best servic help reduc burden depress older adult,1,"health, house, money, volunteer, abuse"
47,"Economic impact of falls prevention interventions: We know the ""value"", but what about the ""value for money""? ( 2019/20-2020/21 )",Sharon E Straus,University of Toronto,https://cognit.ca/en/research/project/213308,"RATIONALE: Falls have a substantial impact on the quality of life, morbidity, and mortality of older adults, and are costly for our healthcare system. Many falls prevention interventions have proven to be effective. With constrained healthcare resources, the most effective intervention is not always cost-effective, and we are often faced with determining whether an intervention is truly worth the resources it requires. Therefore, in addition to answering the question ""does the intervention work?"", decision- and policy-makers must also answer the 'value for money' question, ""is it cost-effective?"". OBJECTIVE: Members of our team previously conducted a systematic review and network meta-analysis on falls prevention interventions. This project will examine the cost-effectiveness of effective falls prevention interventions identified through our previous work. Our findings will help identify falls prevention interventions that are not only effective but also cost-effective. METHODS: We will develop a health economics model to evaluate the cost-effectiveness of each falls prevention intervention from the perspective of public healthcare payers, using data from our previous work and published literature. We will explore factors that influence the interventions' cost-effectiveness and conduct subgroup analyses by factors such as history of falls. IMPACT: Information on the cost-effectiveness of falls prevention interventions will assist policy-makers to make informed decisions on which intervention they should fund and implement. Our findings will provide evidence on both the value for money and budget impact of falls prevention interventions to decision-makers who fund these interventions and to those who are considering their implementation, namely our colleagues from Department of Medicine at the University of Toronto, Alberta Health Services, the Regional Geriatrics Program of Toronto, Osteoporosis Canada, and the Ontario Ministry of Health and Long-Term Care.",0.2244444444444444,rational fall substanti impact qualiti life morbid mortal older adult cost healthcar fall prevent intervent prove effect constrain healthcar resourc effect intervent cost effect face determin intervent truli worth resourc requir addit answer question intervent work decis polici maker answer valu money question cost effect object member team previous conduct systemat review network meta analysi fall prevent intervent project examin cost effect effect fall prevent intervent identifi previous work find help identifi fall prevent intervent effect cost effect method develop health econom model evalu cost effect fall prevent intervent perspect public healthcar payer data previous work publish literatur explor factor influenc intervent cost effect conduct subgroup analys factor histori fall impact inform cost effect fall prevent intervent assist polici maker inform decis intervent fund implement find provid evid valu money budget impact fall prevent intervent decis maker fund intervent consid implement colleagu depart medicin univers toronto alberta health servic region geriatr program toronto osteoporosi canada ontario ministri health long term care,1,"health, house, money, volunteer, abuse"
48,A prospective randomized controlled trial comparing operative versus non-operative management of patella fractures in the elderly ( 2019/20 ),Gurrattan Chandhoke,St. Michael's Hospital,https://cognit.ca/en/research/project/215573,"Operative management is indicated for all displaced patellar fractures in young and active patients. While this is widely agreed upon, surgical indications for elderly patients with displaced fractures remains controversial. Elderly patients often have an intact extensor mechanism due to the low-energy mechanism of their injury. Treatment indications are further complicated by the frequent presence of other health problems, poor bone quality for repair, and lower functional demands. There is a lack of high level scientific demonstrating that the benefits of surgery significantly outweigh the risks in this patient population. Non-operative management may result in equivalent outcomes, while avoiding the risks associated with surgery, such as infection or the need for further surgery. In fact, previous studies of other injuries in orthopaedics have demonstrated precisely this. Given an increasing elderly Canadian population, the incidence of low-energy patellar fractures is expected to rise substantially in the future. Therefore, defining the optimal treatment of these injuries is of significant importance. Minimizing complications while ensuring a rapid return of function and independence in this vulnerable population is critical. Our study is a multi-centered, prospective, randomized controlled trial across North America. Elderly (>65 years), low-demand patients will be randomized into operative or non-operative management with a standardized post-treatment protocol. Our hypothesis is that non-operative treatment will lead to equivalent functional outcomes as compared to surgery, while resulting in a lower rate of complications.",-0.0097727272727272,oper manag indic displac patellar fractur young activ patient wide agre surgic indic elder patient displac fractur remain controversi elder patient intact extensor mechan energi mechan injuri treatment indic complic frequent presenc health problem poor bone qualiti repair lower function demand lack high level scientif demonstr benefit surgeri signific outweigh risk patient popul oper manag result equival outcom avoid risk associ surgeri infect need surgeri fact previous studi injuri orthopaed demonstr precis give increas elder canadian popul incid energi patellar fractur expect rise substanti futur defin optim treatment injuri signific import minim complic ensur rapid return function independ vulner popul critic studi multi center prospect random control trial north america elder year demand patient random oper oper manag standard post treatment protocol hypothesi oper treatment lead equival function outcom compar surgeri result lower rate complic,1,"health, house, money, volunteer, abuse"
49,IT innovation and elderly: technology acceptance and use in the community ( 2016/17-2019/20 ),Guy Paré,HEC Montréal,https://cognit.ca/en/research/project/110297,"Limited research in Information Systems (IS) has focused on technology and seniors who are often not part of the workforce, and not included in studies focusing on business units and organizations (McMurtrey et al., 2011). With the projected increase in the proportion of elderly in the society as the baby boomers move into retirement (Statistics Canada, 2016), and since seniors represent a financially secure market, it is important to understand their behavior in relation to technology. Information technologies (IT) present tools that may support the long-term needs of seniors, and recently we have witnessed a proliferation of consumer applications (Agarwal et al., 2010), which may enable new forms of interactions for them. Yet, little is known about Canadian seniors in relation to technology use, and the factors that may affect it. Grounded in the life course theory (Elder & Rockwell, 1979; Elder Jr, 1974, 1999) and the unified theory of acceptance and use of technology (UTAUT2) (Venkatesh et al., 2012), this research uses a multiple methodology approach to answer the questions: What is the attitude and behavior of seniors in Canada in relation to technology and IT solutions that may support their needs in the community? What are the factors that affect the acceptance and use of specific consumer applications by seniors? What is the perception of seniors regarding the role of technology in addressing the challenges they face? In study #1, we plan to conduct a pan-Canadian survey of seniors that assesses their technology-related behavior based on dimensions and measures developed by McMurtrey et al (2011), and used in the context of seniors in the U.S. In addition, we will investigate on a [1-7] Likert scale the use of consumer technologies that have been discussed in the literature in relation to seniors including: home-based monitoring systems (e.g., fall detection systems, TM applications), wearable technologies (e.g., smart watches), and general e-health applications (e.g., making appointments, online support groups) (Czaja, 2016; de Veer et al., 2015). The national sample will include 1,500 seniors, selected based on quotas, which ensure representativeness of the actual distribution of the population in Canada. Study #2 focuses on a specific group of consumer applications related to telemonitoring technologies, which have been provider-driven and highly diffused, and investigates the factors that affect the acceptance and use of these technologies by seniors. Specifically, we will test the UTAUT2 in the context of these consumer applications by surveying seniors living at the Perley and Rideau Veteran's Health Centre (PRVHC), a not-for-profit centre for healthy living, serving 600 seniors in the community. The PRVHC will provide access to its facilities to survey the residents, and the instrument measures will be adapted from Venkatesh et al (2012) for the context of this research. Quantitative analyses will be performed to identify significant associations. Last, we propose to adopt a focus group technique, as an adjunct to the quantitative approaches used in the first two studies, to gain a better understanding of the needs and perceptions of seniors regarding the role of technology in addressing challenges they face or may be confronted with in the future. We will also explore staff's attitudes and needs as to the role of technology in supporting seniors and their care. A total of four focus groups from each site at PRVHC (10 participants each) will be held with seniors, and three focus groups with nurses and support workers, respectively. Demographic information will be collected followed by questions on the role of technology. Inductive analysis will be done to identify emerging themes from the discussions.",0.1183354145854145,limit research inform system focus technolog senior workforc includ studi focus busi unit organ mcmurtrey project increas proport elder societi babi boomer retir statist canada senior repres financi secur market import understand behavior relat technolog inform technolog present tool support long term need senior recent wit prolifer consum applic agarw enabl form interact littl know canadian senior relat technolog factor affect ground life cours theori elder rockwel elder unifi theori accept technolog utaut venkatesh research use multipl methodolog approach answer question attitud behavior senior canada relat technolog solut support need communiti factor affect accept specif consum applic senior percept senior role technolog address challeng face studi plan conduct canadian survey senior assess technolog relat behavior base dimens measur develop mcmurtrey context senior addit investig likert scale consum technolog discuss literatur relat senior includ home base monitor system fall detect system applic wearabl technolog smart watch general health applic make appoint onlin support group czaja veer nation sampl includ senior select base quota ensur actual distribut popul canada studi focus specif group consum applic relat telemonitor technolog provid drive high diffus investig factor affect accept technolog senior specif test utaut context consum applic survey senior live perley rideau veteran health centr prvhc profit centr healthi live serv senior communiti prvhc provid access facil survey resid instrument measur adapt venkatesh context research quantit analys perform identifi signific associ propos adopt focus group techniqu adjunct quantit approach studi gain better understand need percept senior role technolog address challeng face confront futur explor staff attitud need role technolog support senior care total focus group site prvhc particip hold senior focus group nurs support worker respect demograph inform collect follow question role technolog induct analysi identifi emerg theme discuss,-1,"health, environment"
50,Maintien à domicile des personnes âgées vulnérables : co-conception et déploiement de solutions technologiques dans le cadre d'un laboratoire vivant ( 2017/18-2019/20 ),Guy Paré,HEC Montréal,https://cognit.ca/en/research/project/146905,"Plus de 70% des personnes agees presentent des incapacites limitant la realisation de leurs activites quotidiennes. Malgre ces incapacites, les aines desirent rester a domicile le plus longtemps possible et cet objectif est l'une des grandes priorites du gouvernement du Quebec. Les personnes avec negligence de soi constitue une des populations agees qui necessite un grand soutien de la part des services de sante. Elle met a risque sa sante et sa securite par une incapacite a prendre soin de sa sante. Au Quebec, le Centre integre universitaire de sante et de services sociaux (CIUSSS) du Centre-Sud-de-l'Ile-de-Montreal souhaite apporter un soutien particulier a cette clientele qui est souvent institutionnalisee precocement. En collaboration avec notre equipe de chercheurs, le CIUSSS souhaite developper une mode de services innovants, base sur les technologies, pour maintenir ces personnes a domicile. De facon plus specifique, le projet poursuit les objectifs suivants : 1) developper un assistant technologique regroupant un ensemble de services, par exemple la gestion de la medication, la preparation des repas et la securite au domicile, et permettant de soutenir la personne via du support a distance, 2) evaluer son efficacite et documenter tout le processus entourant son installation sur le territoire du CIUSSS. Ces objectifs seront atteints grace a une approche interdisciplinaire se nourrissant a la fois d'un volet technologie et d'un volet clinique. La technologie developpee sera deployee chez 12 personnes agees pendant plusieurs mois. Douze autres personnes seront egalement recrutees et serviront de groupe controle (sans technologie). Les acteurs du projet participeront a toutes les etapes de la recherche. Cette etude novatrice permettra de developper et de tester, en milieu reel, des technologies de pointe qui permettront le soutien a domicile d'une clientele vulnerable.",-0.2,plus personn age present incapacit limit realis leur activit quotidienn malgr incapacit ain desir rester domicil plus longtemp possibl objectif grand priorit gouvern quebec personn avec neglig constitu popul age necessit grand soutien servic sant ell risqu sant securit incapacit prendr soin sant quebec centr integr universitair sant servic sociaux ciusss centr montreal souhait apport soutien particuli cett clientel souvent precoc collabor avec notr equip chercheur ciusss souhait developp mode servic innov base technolog pour maintenir personn domicil facon plus specifiqu projet poursuit objectif suivant developp assist technologiqu regroup ensembl servic exempl gestion medic prepar repa securit domicil permett soutenir personn support distanc evalu efficacit document tout processus entour instal territoir ciusss objectif seront atteint grace approch nourriss foi volet technologi volet cliniqu technologi developpe sera deploye chez personn age pendant plusieur moi douz autr personn seront egal recrute serviront group control san technologi acteur projet participeront tout etap recherch cett etud novatric permettra developp tester milieu reel technolog point permettront soutien domicil clientel vulner,-1,"health, environment"
51,"To determine the impact of breastfeeding, maternal food intake and infant gut microbiota on the risk of obesity and diabetes in First Nations women and children in rural communities ( 2019/20-2020/21 )",Jonathan M McGavock,University of Manitoba,https://cognit.ca/en/research/project/215724,"First Nations (FN) people in rural Canada have high risk for obesity, type 2 diabetes (T2D) and gestational diabetes mellitus (GDM). The prevalence of youth-onset T2D in Manitoba is the highest among the provinces in Canada. The majority of youth-onset T2D in Manitoba lives in rural or remote FN communities. Breastfeeding initiation reduced the risk of diabetes in mothers and their children. Breastfeeding is the traditional method of FN people for feeding babies, but the rate of breastfeeding is low in FN communities. FN women in rural or remote communities have less access to prenatal and breastfeeding education compared to urban women due to geographic, socioeconomic and historical factors. Gut bacteria in infants play important roles in growth and the development of obesity, T2D and the beneficial effects of breastfeeding. The disorders of gut bacteria may be implicated in the high prevalence of T2D in rural-living FN children. The proposed study will partner with community Elders to educate FN pregnant women and their family members with traditional and modern knowledge on the importance of a healthy diet, breast milk, and the role of gut bacteria in the development of obesity and diabetes. We will examine the impact of breastfeeding on infant gut bacteria and the relationship with breastfeeding and infant growth with supports from Elders and community assistants. The results will help to guide breastfeeding and mother's food intake. We have invited FN Elders, healthcare workers and researchers to join the research team. FN people and their traditions will be respected. The privacy of participants will be protected. The FN communities and participants will have the ownership and the control of the data. The project will reduce the inequity of perinatal care for rural-living FN women and help to rationalize an evidence-based and scalable breastfeeding program to reduce the risk of obesity and T2D in other rural and remote Indigenous communities in Canada.",0.0385507246376811,nation peopl rural canada high risk obes type diabet gestat diabet mellitus preval youth onset manitoba highest provinc canada major youth onset manitoba live rural remot communiti breastfe initi reduc risk diabet mother children breastfe tradit method peopl feed babi rate breastfe communiti women rural remot communiti access prenat breastfe educ compar urban women geograph socioeconom histor factor bacteria infant play import role growth develop obes benefici effect breastfe disord bacteria implic high preval rural live children propos studi partner communiti elder educ pregnant women famili member tradit modern knowledg import healthi diet breast milk role bacteria develop obes diabet examin impact breastfe infant bacteria relationship breastfe infant growth support elder communiti assist result help guid breastfe mother food intak invit elder healthcar worker research join research team peopl tradit respect privaci particip protect communiti particip ownership control data project reduc inequ perinat care rural live women help ration evid base scalabl breastfe program reduc risk obes rural remot indigen communiti canada,-1,"health, environment"
52,Building Indigenous Pathways for Diabetes and Obesity Prevention and Management with Urban and Rural Communities in BC ( 2018/19-2020/21 ),Jonathan M McGavock,University of Manitoba,https://cognit.ca/en/research/project/179652,"Health, government and community organizations often lack Traditional Knowledge, community leadership/ownership and cultural/gender appropriate perspectives, critical in decreasing healthcare gaps and burden of disease. In our recent Canadian Institutes of Health Research Indigenous diabetes/obesity study, three urban/rural BC Friendship Centres (FC) (Kelowna, Vernon, Williams Lake), local community members and research teams (researchers, Indigenous/non-Indigenous health providers, community members, Elders, Traditional Healers, and youth) identified healthcare gaps: access to healthcare, Traditional knowledge and practices, education in cultural safety, food security, nutrition, exercise, and cultural activities). They prioritized actions for further research and change: Blending of Traditional/Indigenous and Western (mainstream) knowledge using Traditional Talking Circle/Gatherings, ceremony, and land-based healing to build community relationships to provide age-appropriate health education and support services i.e. e-health/telehealth, self-management, traditional healing , ceremony; preparation of traditional/affordable healthy foods; cultural activities (hunting, drumming) and supported group walking/exercise programs. The common goal for this study is to work with six interested BC interior urban/rural Friendship and Metis Centres to blend Traditional and Western Knowledge for optimized health and health equity in holistic patient-centred diabetes and obesity care. This 4 year community-led study, guided by local governance and ownership, values and customs will have full involvement in all aspects of study and sharing knowledge of locally blended diabetes/obesity prevention/management activities/programs. We will co-develop pathway tools/frameworks for culturally safe, equitable, strength-based, site-specific healthcare policies, research, and practice for communities of similar size, geographic and cultural distinctness, nationally and internationally.",0.0846153846153846,health govern communiti organ lack tradit knowledg communiti leadership ownership cultur gender appropri perspect critic decreas healthcar gap burden diseas recent canadian institut health research indigen diabet obes studi urban rural friendship centr kelowna vernon william lake local communiti member research team research indigen indigen health provid communiti member elder tradit healer youth identifi healthcar gap access healthcar tradit knowledg practic educ cultur safeti food secur nutrit exercis cultur activ priorit action research chang blend tradit indigen western mainstream knowledg tradit talk circl gather ceremoni land base heal build communiti relationship provid appropri health educ support servic health telehealth self manag tradit heal ceremoni prepar tradit afford healthi food cultur activ hunt drum support group walk exercis program common goal studi work interest interior urban rural friendship meti centr blend tradit western knowledg optim health health equiti holist patient centr diabet obes care year communiti studi guid local govern ownership valu custom involv aspect studi share knowledg local blend diabet obes prevent manag activ program develop pathway tool framework cultur safe equit strength base site specif healthcar polici research practic communiti similar size geograph cultur distinct nation intern,-1,"health, environment"
53,"Entre hospices et manoirs de l'âge d'or : le bien vieillir au Québec, 1921-1971 ( 2016/17-2019/20 )",Aline Charles,Laval University,https://cognit.ca/en/research/project/110047,"Dans le Québec du 20e siècle comme ailleurs en Occident, hospices, foyers et résidences du 3e âge sont de plus en plus dédiés à la vieillesse. Parallèlement, « bien vieillir » prend la force d'une injonction qui oriente les politiques publiques, façonne les pratiques des spécialistes, alimente un « marché de la vieillesse » et anime le mouvement du 3e âge. Elle résonne dans les établissements pour personnes âgées, modulant ou réfutant l'ancienne image des mouroirs pour vieilles et vieux démunis. C'est à cette transformation, fort peu documentée, que ce projet sera consacré. La période considérée s'ouvre en 1921 sur la loi québécoise de l'Assistance publique qui stimule le développement des infrastructures d'hébergement. Elle englobe les décennies 1940, 1950 et 1960 alors que des « manoirs de l'âge d'or » à but lucratif ouvrent leurs portes. Au passage, elle embrasse la généralisation en Occident d'une vieillesse institutionnalisée. Elle se clôt enfin, au seuil des années 1970, sur les critiques de ce modèle qui favorisent plutôt les services à domicile et la mise à contribution des familles. L'ensemble saisit ainsi un demi-siècle durant lequel s'impose un modèle du bien vieillir en institution, une sorte d'âge d'or des établissements collectifs de la vieillesse qui décerne au Québec l'un des taux d'institutionnalisation les plus élevés au monde. Ce projet propose d'offrir un éclairage historique sur des enjeux de l'heure tout en ouvrant de nouvelles pistes de recherche. Un premier objectif consiste à établir le portrait étonnamment méconnu des Québécois-es âgés qui vivent en institution de 1921 à 1971 et des établissements qui les hébergent. On peut avancer que ces populations réputées peu nombreuses, pauvres, âgées et majoritairement féminines au 19e siècle composent, après 1921, des clientèles plus importantes, plus aisées, plus jeunes, plus masculines, et donc plus variées. On peut aussi penser que les infrastructures d'hébergement se développent et se diversifient, à mesure que s'y affirme la possibilité de bien vieillir. Un deuxième objectif vise à vérifier l'instauration d'un consensus social autour de l'institutionnalisation de la vieillesse. L'analyse examinera comment les établissements pour personnes âgées deviennent un secteur d'intervention pour l'Église et l'État, un nouveau champ d'expertise pour plusieurs professionnels-les, un marché à développer pour des entrepreneurs-es, un objet de revendications pour les pensionnaires et les groupes du 3e âge, un objet de préoccupation sociale dont la presse écrite se fait l'écho. Un dernier objectif souhaite situer le cas québécois au sein d'évolutions qui ont, en fait, une portée internationale : l'institutionnalisation de la vieillesse se déploie à l'échelle occidentale, soulevant au Québec et ailleurs des enjeux à la fois similaires et distincts. La démarche retenue tient compte du poids persistant au 20e siècle des logiques institutionnelles de domination et de dépersonnalisation, mais sans s'y limiter. Attentive aux différents acteurs impliqués, elle propose de donner voix aux résidants-es âgés eux-mêmes. Sans traiter les établissements comme des espaces clos, elle saisit leurs interactions avec un vaste ensemble d'intervenants. Enfin, elle postule que l'âge, le genre et l'appartenance sociale structurent tant l'institutionnalisation que le modèle du bien vieillir. La documentation comprend recensements, documents officiels, archives d'institutions, testaments de personnes âgées en faveur d'un établissement, presse, publications professionnelles et internationales, fonds du 3e âge. Campé au milieu d'un 20e siècle qui bouleverse les conceptions du vieillir, ce projet entend ainsi explorer une forme cruciale de prise en charge du vieil âge : son institutionnalisation.",0.2166666666666666,dan québec siècl comm ailleur occid hospic foyer résidenc sont plus plus dédié vieilless parallèl bien vieillir prend forc injonct orient politiqu publiqu façonn pratiqu spécialist aliment marché vieilless anim mouvement ell résonn dan établiss pour personn âgées modul réfutant ancienn imag mouroir pour vieill vieux démuni cett transform fort documenté projet sera consacré périod considéré ouvr québécois assist publiqu stimul développ infrastructur hébergement ell englob décenni alor manoir lucratif ouvrent leur port passag ell embrass généralis occid vieilless ell clôt enfin seuil anné critiqu modèl favoris plutôt servic domicil mise contribut famill ensembl saisit ainsi demi siècl durant lequel impos modèl bien vieillir institut sort établiss collectif vieilless décern québec taux plus élevé mond projet propos offrir éclairag historiqu enjeux heur tout ouvrant nouvell pist recherch premier objectif consist établir portrait étonnam méconnu québécoi âgés vivent institut établiss hébergent peut avanc popul réputé nombreus pauvr âgées majoritair féminin siècl compos aprè clientèl plus important plus aisé plus jeun plus masculin donc plus varié peut aussi penser infrastructur hébergement développ diversifi mesur affirm possibilité bien vieillir deuxièm objectif vise vérifier instaur consensus social autour vieilless analys examinera comment établiss pour personn âgées devienn secteur intervent pour église état nouveau champ expertis pour plusieur professionnel marché développ pour entrepreneur objet revend pour pensionnair group objet préoccup social dont press écrite fait écho dernier objectif souhait situer québécoi sein évolut fait porté international vieilless déploie échell occidental soulev québec ailleur enjeux foi similair distinct démarch retenu tient compt poid persist siècl logiqu domin mai san limit attent différent acteur impliqué ell propos donner voix résidant âgés mêmes san traiter établiss comm espac clos ell saisit leur interact avec vast ensembl interven enfin ell postul genr apparten social structur tant modèl bien vieillir document comprend recens document officiel archiv institut testament personn âgées faveur établiss press public international fond campé milieu siècl boulevers concept vieillir projet entend ainsi explor form crucial prise charg vieil,-1,"health, environment"
54,SMILE: Optimising SMarter Inclusive Living Environments for ageing people within their circles of care. ( 2020/21 ),Finlay A Mcalister,University of Alberta,https://cognit.ca/en/research/project/232466,"The SMILE project is an international effort where European countries and Canada are coming together to provide digital solutions that can help people aged 65 - 80 years with brain disorders (dementia), lung disease (COPD) or other complex health conditions. Working together, SMILE will put the seniors and their caregivers at the center of design by understanding their needs and preferences. This feedback will be used to make smart living environments with artificial intelligence solutions to support ageing people by addressing their specific problems and needs. The Canadian study will specifically use a device called Vitaliti-a light weight device worn around the neck that can monitor seniors' vital signs and heart beat continually, while they go about their day. This observational study (VISION-2) will be conducted with 900 patients who have surgery and are at risk for serious complications. We will use a type of artificial intelligence called machine learning to study these readings. We will look for slight changes in vital signs that may lead to heart muscle injury, bleeding and infection. Once we know what these signs are, we can then develop an alert system to warn us so we can stop the complications before they happen. We will then look at how effective this alert system can be in 100 patients who will be assigned at random to wear the Vitaliti device or not for the first 30 days after surgery. At present, seniors die from infection and other serious complications after surgery- this work is an opportunity to make a real difference. Currently, few structures in current healthcare systems across the EU and Canada support seniors in dealing with unfavorable outcomes related to the ageing process. With SMILE, the hope is to develop age-friendly innovations that are accepted by the ageing population and their care teams. This work is an opportunity to empower older adults and maintain independence and wellbeing to overall improve the quality of life.",-0.0178187403993855,smile project intern effort european countri canada come provid digit solut help peopl age year brain disord dementia lung diseas copd complex health condit work smile senior caregiv center design understand need prefer feedback smart live environ artifici intellig solut support age peopl address specif problem need canadian studi specif devic call vital light weight devic wear neck monitor senior vital sign heart beat continu observ studi vision conduct patient surgeri risk complic type artifici intellig call machin learn studi read look slight chang vital sign lead heart muscl injuri bleed infect know sign develop alert warn stop complic happen look effect alert patient assign random wear vital devic day surgeri present senior infect complic surgeri work opportun real differ current structur current healthcar system canada support senior deal unfavor outcom relat age process smile hope develop friend innov accept age popul care team work opportun empow older adult maintain independ wellb overal improv qualiti life,1,"health, house, money, volunteer, abuse"
55,CARE NT: Caring and Responding in the Northwest Territories ( 2020/21 ),Donna L Kurtz,University of British Columbia,https://cognit.ca/en/research/project/231334,"A major priority of three communities in the Northwest Territories (NT) (Inuvik, Fort Good Hope, and Yellowknife) is improving the experience of patients and access to healthcare services. The team has worked with the three communities for almost twenty years, and, having very well established, trusted, and respectful relationships, has been asked to address the communities' concerns. For residents of remote NT communities, basic health services are provided through a nurse-based primary care model, supported by visiting doctors and telehealth services. Residents who require more than basic primary care must travel to services that are only available in regional centres, or in southern provinces. Accessing these services can involve lengthy wait times, as well as long distance travel and time away from home communities, family, and social support networks for weeks at a time. In this project, the communities of Yellowknife, Inuvik, and Fort Good Hope with a Community Advisory Board and the team plan to: 1) Gather community members' perspectives via sharing circles using Two-Eyed Seeing to improve access and availability of healthcare services; 2) Develop, implement, and evaluate a community-driven and community-led program to improve access to and experience with health services that will take place on-the-land and alongside Elders, traditional knowledge holders, and healers; and 3) Share materials and all findings with community, territorial, and national organizations, as well as healthcare providers and policymakers to ensure culturally appropriate health service delivery. This project will generate new knowledge on the impact of community-led, locally-designed health promotion programs and the importance of utilizing Indigenous methods for implementation, documentation, and dissemination to improve healthcare access and experience with NT communities.",0.2306419457735247,major prioriti communiti northwest territori inuvik fort good hope yellowknif improv experi patient access healthcar servic team work communiti year have establish trust respect relationship ask address communiti concern resid remot communiti basic health servic provid nurs base primari care model support visit doctor telehealth servic resid requir basic primari care travel servic avail region centr southern provinc access servic involv lengthi wait time long distanc travel time away home communiti famili social support network week time project communiti yellowknif inuvik fort good hope communiti advisori board team plan gather communiti member perspect share circl eye see improv access avail healthcar servic develop implement evalu communiti drive communiti program improv access experi health servic place land alongsid elder tradit knowledg holder healer share materi find communiti territori nation organ healthcar provid policymak ensur cultur appropri health servic deliveri project generat knowledg impact communiti local design health promot program import util indigen method implement document dissemin improv healthcar access experi communiti,0,"health, environment"
