,Unnamed: 0,title,author,university,link,body
283,283,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Susan E Bronskill,University of Toronto,https://cognit.ca/en/research/project/149399, 
284,284,Reparative Frames: Visual Culture After Reconciliation ( 2018/19 ),Gabrielle A Moser,OCAD University,https://cognit.ca/en/research/project/184173, 
285,285,SPOR Evidence Alliance ( 2017/18-2020/21 ),Cheryl C Barnabe,University of Calgary,https://cognit.ca/en/research/project/148673, 
286,286,Equity in Emergency Department Utilization in Alberta for Priority Populations during the COVID-19 Pandemic: Exploring Impacts of Changes to Healthcare and Healthcare Utilization through Administrative Data Analysis and Nominal Group Techniques ( 2020/21 ),Cheryl C Barnabe,University of Calgary,https://cognit.ca/en/research/project/232420, 
287,287,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Alison E Fox-Robichaud,McMaster University,https://cognit.ca/en/research/project/232364, 
288,288,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Alison E Fox-Robichaud,McMaster University,https://cognit.ca/en/research/project/216338, 
289,289,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Michelle E Kho,McMaster University,https://cognit.ca/en/research/project/232364, 
290,290,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Michelle E Kho,McMaster University,https://cognit.ca/en/research/project/216338, 
291,291,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Hannah Wunsch,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
292,292,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Hannah Wunsch,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/216338, 
293,293,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),John G Boyd,Queen's University,https://cognit.ca/en/research/project/232364, 
294,294,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",John G Boyd,Queen's University,https://cognit.ca/en/research/project/216338, 
295,295,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),David Maslove,Queen's University,https://cognit.ca/en/research/project/232364, 
296,296,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",David Maslove,Queen's University,https://cognit.ca/en/research/project/216338, 
297,297,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),John C Marshall,University of Toronto,https://cognit.ca/en/research/project/232364, 
298,298,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",John C Marshall,University of Toronto,https://cognit.ca/en/research/project/216338, 
299,299,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Damon C Scales,University of Toronto,https://cognit.ca/en/research/project/232364, 
300,300,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Damon C Scales,University of Toronto,https://cognit.ca/en/research/project/216338, 
301,301,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Deborah J Cook,McMaster University,https://cognit.ca/en/research/project/232364, 
302,302,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Deborah J Cook,McMaster University,https://cognit.ca/en/research/project/216338, 
303,303,Reparative Frames: Visual Culture After Reconciliation ( 2018/19 ),Carol Payne,Carleton University,https://cognit.ca/en/research/project/184173, 
304,304,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Roger S Goldstein,University of Toronto,https://cognit.ca/en/research/project/232364, 
305,305,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Karen J Bosma,Western University,https://cognit.ca/en/research/project/232364, 
306,306,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Chris Grant,University of Calgary,https://cognit.ca/en/research/project/232364, 
307,307,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Penney M Gilbert,University of Toronto,https://cognit.ca/en/research/project/232364, 
308,308,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Maia S Kredentser,University of Manitoba,https://cognit.ca/en/research/project/232364, 
309,309,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),George A Tomlinson,University Health Network,https://cognit.ca/en/research/project/232364, 
310,310,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Nick Daneman,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
311,311,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Priscila G Robles,University of Toronto,https://cognit.ca/en/research/project/232364, 
312,312,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Victoria A McCredie,University of Toronto,https://cognit.ca/en/research/project/232364, 
313,313,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Vincent Lo,University Health Network,https://cognit.ca/en/research/project/232364, 
314,314,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Jill I Cameron,University of Toronto,https://cognit.ca/en/research/project/232364, 
315,315,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Kendiss P Olafson,University of Manitoba,https://cognit.ca/en/research/project/232364, 
316,316,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Vicky Tagalakis,McGill University,https://cognit.ca/en/research/project/232364, 
317,317,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Amal Bessissow,McGill University Health Centre,https://cognit.ca/en/research/project/232364, 
318,318,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Jill I Cameron,University of Toronto,https://cognit.ca/en/research/project/232364, 
319,319,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Marat Slessarev,Western University,https://cognit.ca/en/research/project/232364, 
320,320,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Penney M Gilbert,University of Toronto,https://cognit.ca/en/research/project/232364, 
321,321,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Susan E Abbey,University Health Network,https://cognit.ca/en/research/project/232364, 
322,322,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Nick Daneman,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
323,323,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Sangeeta Mehta,Sinai Health System,https://cognit.ca/en/research/project/232364, 
324,324,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Karen J Bosma,Western University,https://cognit.ca/en/research/project/232364, 
325,325,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Marat Slessarev,Western University,https://cognit.ca/en/research/project/232364, 
326,326,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Penney M Gilbert,University of Toronto,https://cognit.ca/en/research/project/232364, 
327,327,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Christopher Doig,University of Calgary,https://cognit.ca/en/research/project/232364, 
328,328,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Chris Grant,University of Calgary,https://cognit.ca/en/research/project/232364, 
329,329,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Sunita Mathur,University of Toronto,https://cognit.ca/en/research/project/232364, 
330,330,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Amal Bessissow,McGill University Health Centre,https://cognit.ca/en/research/project/232364, 
331,331,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Neill K Adhikari,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
332,332,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Melanie A Barwick,Hospital for Sick Children,https://cognit.ca/en/research/project/232364, 
333,333,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Niall D Ferguson,University of Toronto,https://cognit.ca/en/research/project/232364, 
334,334,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lora Marie Giangregorio,University of Waterloo,https://cognit.ca/en/research/project/232364, 
335,335,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Thomas E MacMillan,University of Toronto,https://cognit.ca/en/research/project/232364, 
336,336,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Michael E Detsky,Sinai Health System,https://cognit.ca/en/research/project/232364, 
337,337,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lusine Abrahamyan,University of Toronto,https://cognit.ca/en/research/project/232364, 
338,338,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Karen J Bosma,Western University,https://cognit.ca/en/research/project/232364, 
339,339,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Vicky Tagalakis,McGill University,https://cognit.ca/en/research/project/232364, 
340,340,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Chris Grant,University of Calgary,https://cognit.ca/en/research/project/232364, 
341,341,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Neill K Adhikari,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
342,342,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Christopher Doig,University of Calgary,https://cognit.ca/en/research/project/232364, 
343,343,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Sunita Mathur,University of Toronto,https://cognit.ca/en/research/project/232364, 
344,344,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Maia S Kredentser,University of Manitoba,https://cognit.ca/en/research/project/232364, 
345,345,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lauren Lapointe-Shaw,University of Toronto,https://cognit.ca/en/research/project/232364, 
346,346,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Jill C Rudkowski,McMaster University,https://cognit.ca/en/research/project/232364, 
347,347,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Ella Huszti,University Health Network,https://cognit.ca/en/research/project/232364, 
348,348,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Robert A Fowler,University of Toronto,https://cognit.ca/en/research/project/232364, 
349,349,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Nick Daneman,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
350,350,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Vicky Tagalakis,McGill University,https://cognit.ca/en/research/project/232364, 
351,351,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Kendiss P Olafson,University of Manitoba,https://cognit.ca/en/research/project/232364, 
352,352,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Kosar Khwaja,McGill University Health Centre,https://cognit.ca/en/research/project/232364, 
353,353,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lawrence Robinson,Sunnybrook Health Sciences Centre,https://cognit.ca/en/research/project/232364, 
354,354,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Kimia Honarmand,Lawson Health Research Institute,https://cognit.ca/en/research/project/232364, 
355,355,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Victoria A McCredie,University of Toronto,https://cognit.ca/en/research/project/232364, 
356,356,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lauren Lapointe-Shaw,University of Toronto,https://cognit.ca/en/research/project/232364, 
357,357,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Chris Grant,University of Calgary,https://cognit.ca/en/research/project/232364, 
358,358,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Laurent J Brochard,University of Toronto,https://cognit.ca/en/research/project/232364, 
359,359,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Jan Friedrich,St. Michael's Hospital,https://cognit.ca/en/research/project/232364, 
360,360,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Linda Flockhart,University Health Network,https://cognit.ca/en/research/project/232364, 
361,361,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Ian M Fraser,University Health Network,https://cognit.ca/en/research/project/232364, 
362,362,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lianne E Tile,University Health Network,https://cognit.ca/en/research/project/232364, 
363,363,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Gillian Spiegle,University of Toronto,https://cognit.ca/en/research/project/232364, 
364,364,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Lesley Moisey,University of Saskatchewan,https://cognit.ca/en/research/project/232364, 
365,365,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Kosar Khwaja,McGill University Health Centre,https://cognit.ca/en/research/project/232364, 
366,366,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Linda Flockhart,University Health Network,https://cognit.ca/en/research/project/232364, 
367,367,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Roger S Goldstein,University of Toronto,https://cognit.ca/en/research/project/232364, 
368,368,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Michael E Detsky,Sinai Health System,https://cognit.ca/en/research/project/232364, 
369,369,Mental Health and Well-being in the Physical Aspect of Work Environment ( 2019/20 ),Peggy Pei-Chi Chi,University of Toronto,https://cognit.ca/en/research/project/225665, 
370,370,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Lindsay Mclaren,University of Calgary,https://cognit.ca/en/research/project/180039, 
371,371,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Lindsay Mclaren,University of Calgary,https://cognit.ca/en/research/project/180001, 
372,372,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Greta Cummings,University of Alberta,https://cognit.ca/en/research/project/153909, 
373,373,Equity in Emergency Department Utilization in Alberta for Priority Populations during the COVID-19 Pandemic: Exploring Impacts of Changes to Healthcare and Healthcare Utilization through Administrative Data Analysis and Nominal Group Techniques ( 2020/21 ),Greta Cummings,University of Alberta,https://cognit.ca/en/research/project/232420, 
374,374,Digital Media at the Crossroads ([email protected] 2019) ( 2018/19 ),Don McLean,University of Toronto,https://cognit.ca/en/research/project/184043, 
375,375,SPOR Evidence Alliance ( 2017/18-2020/21 ),Annie Leblanc,Laval University,https://cognit.ca/en/research/project/148673, 
376,376,Supporting the creation of a LEARNing INteGrated health system to mobilize context-adapted knowledge with a Wiki platform to Improve the transitions of frail Seniors from from hospitals and emergency Departments to the cOMmunity: the LEARNING WISDOM Phase II scale-up project ( 2017/18-2020/21 ),Annie Leblanc,Laval University,https://cognit.ca/en/research/project/153228, 
377,377,SPOR Evidence Alliance ( 2017/18-2020/21 ),Craig R Mitton,University of British Columbia,https://cognit.ca/en/research/project/148673, 
378,378,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Craig R Mitton,University of British Columbia,https://cognit.ca/en/research/project/147501, 
379,379,SPOR Evidence Alliance ( 2017/18-2020/21 ),David Moher,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/148673, 
380,380,Improving social justice in observational studies ( 2020/21 ),David Moher,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/231440, 
381,381,SPOR Evidence Alliance ( 2017/18-2020/21 ),Janet Curran,Dalhousie University,https://cognit.ca/en/research/project/148673, 
382,382,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Janet Curran,Dalhousie University,https://cognit.ca/en/research/project/216338, 
383,383,Improving social inclusion for Canadians with dementia and carers through sharing dance ( 2016/17-2020/21 ),Rachel V Herron,Brandon University,https://cognit.ca/en/research/project/153408, 
384,384,Improving social inclusion for Canadians with dementia and carers through sharing dance ( 2016/17-2020/21 ),Mark W Skinner,Trent University,https://cognit.ca/en/research/project/153408, 
385,385,Developmental Changes in (Dis)honesty: Building a Lifespan Developmental Model of Deception ( 2018/19-2019/20 ),Angela D Evans,Brock University,https://cognit.ca/en/research/project/183460, 
386,386,SPOR Evidence Alliance ( 2017/18-2020/21 ),Heather Colquhoun,University of Toronto,https://cognit.ca/en/research/project/148673, 
387,387,SPOR Evidence Alliance ( 2017/18-2020/21 ),Fiona Mary Clement,University of Calgary,https://cognit.ca/en/research/project/148673, 
388,388,SPOR Evidence Alliance ( 2017/18-2020/21 ),Linda C Li,University of British Columbia,https://cognit.ca/en/research/project/148673, 
389,389,SPOR Evidence Alliance ( 2017/18-2020/21 ),Pertice M Moffitt,Aurora College,https://cognit.ca/en/research/project/148673, 
390,390,SPOR Evidence Alliance ( 2017/18-2020/21 ),Ahmed M Abou-Setta,University of Manitoba,https://cognit.ca/en/research/project/148673, 
391,391,SPOR Evidence Alliance ( 2017/18-2020/21 ),Ahmed M Abou-Setta,University of Manitoba,https://cognit.ca/en/research/project/148673, 
392,392,Relative contributions of adult daughters and sons to elderly parents' care in India ( 2017/18-2018/19 ),Sharada Srinivasan,University of Guelph,https://cognit.ca/en/research/project/112493, 
393,393,SPOR Evidence Alliance ( 2017/18-2020/21 ),Andrea C Tricco,St. Michael's Hospital,https://cognit.ca/en/research/project/148673, 
394,394,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Andrea C Tricco,St. Michael's Hospital,https://cognit.ca/en/research/project/216338, 
395,395,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Sarah N Oosman,University of Saskatchewan,https://cognit.ca/en/research/project/151467, 
396,396,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Sylvia Abonyi,University of Saskatchewan,https://cognit.ca/en/research/project/151467, 
397,397,Digital Media at the Crossroads ([email protected] 2019) ( 2018/19 ),Charles H Davis,Ryerson University,https://cognit.ca/en/research/project/184043, 
398,398,Digital Media at the Crossroads ([email protected] 2019) ( 2018/19 ),Kenneth Rogers,York University,https://cognit.ca/en/research/project/184043, 
399,399,Digital Media at the Crossroads ([email protected] 2019) ( 2018/19 ),Sara L Diamond,OCAD University,https://cognit.ca/en/research/project/184043, 
400,400,Digital Media at the Crossroads ([email protected] 2019) ( 2018/19 ),Simon Stern,University of Toronto,https://cognit.ca/en/research/project/184043, 
401,401,SPOR Evidence Alliance ( 2017/18-2020/21 ),Andrea C Tricco,St. Michael's Hospital,https://cognit.ca/en/research/project/148673, 
402,402,Improving social inclusion for Canadians with dementia and carers through sharing dance ( 2016/17-2020/21 ),Pia C Kontos,University Health Network,https://cognit.ca/en/research/project/153408, 
403,403,Improving social inclusion for Canadians with dementia and carers through sharing dance ( 2016/17-2020/21 ),Pia C Kontos,University Health Network,https://cognit.ca/en/research/project/153408, 
404,404,SPOR Evidence Alliance ( 2017/18-2020/21 ),Janet E Jull,Queen's University,https://cognit.ca/en/research/project/148673, 
405,405,Improving social justice in observational studies ( 2020/21 ),Janet E Jull,Queen's University,https://cognit.ca/en/research/project/231440, 
406,406,SPOR Evidence Alliance ( 2017/18-2020/21 ),Kirsten M Fiest,University of Calgary,https://cognit.ca/en/research/project/148673, 
407,407,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Kirsten M Fiest,University of Calgary,https://cognit.ca/en/research/project/216338, 
408,408,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Hassanali Vatanparast,University of Saskatchewan,https://cognit.ca/en/research/project/151467, 
409,409,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Bonnie L Jeffery,University of Regina,https://cognit.ca/en/research/project/151467, 
410,410,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Nazeem Muhajarine,University of Saskatchewan,https://cognit.ca/en/research/project/151467, 
411,411,Wuskiwiy-tan! Let's Move! Aging well in a northern Saskatchewan Métis Community ( 2014/15-2019/20 ),Nuelle L Novik,University of Regina,https://cognit.ca/en/research/project/151467, 
412,412,SPOR Evidence Alliance ( 2017/18-2020/21 ),Noah M Ivers,Women's College Hospital,https://cognit.ca/en/research/project/148673, 
413,413,Canadian Collaboration for Patients with Complexity: Innovation to promote optimal and appropriate care for all. ( 2019/20 ),Noah M Ivers,Women's College Hospital,https://cognit.ca/en/research/project/216247, 
414,414,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Carole Anne Estabrooks,University of Alberta,https://cognit.ca/en/research/project/153909, 
415,415,SPOR Evidence Alliance ( 2017/18-2020/21 ),Donna M Goodridge,University of Saskatchewan,https://cognit.ca/en/research/project/148673, 
416,416,SPOR Evidence Alliance ( 2017/18-2020/21 ),Srividya N Iyer,McGill University,https://cognit.ca/en/research/project/148673, 
417,417,SPOR Evidence Alliance ( 2017/18-2020/21 ),Braden J Manns,University of Calgary,https://cognit.ca/en/research/project/148673, 
418,418,SPOR Evidence Alliance ( 2017/18-2020/21 ),Terry P Klassen,University of Manitoba,https://cognit.ca/en/research/project/148673, 
419,419,SPOR Evidence Alliance ( 2017/18-2020/21 ),Kendra L Rieger,University of Manitoba,https://cognit.ca/en/research/project/148673, 
420,420,SPOR Evidence Alliance ( 2017/18-2020/21 ),Paula A Rochon,Women's College Hospital,https://cognit.ca/en/research/project/148673, 
421,421,SPOR Evidence Alliance ( 2017/18-2020/21 ),Shalini Lal,University of Montreal,https://cognit.ca/en/research/project/148673, 
422,422,SPOR Evidence Alliance ( 2017/18-2020/21 ),Josephine B Etowa,University of Ottawa,https://cognit.ca/en/research/project/148673, 
423,423,SPOR Evidence Alliance ( 2017/18-2020/21 ),Thomas Rotter,Queen's University,https://cognit.ca/en/research/project/148673, 
424,424,SPOR Evidence Alliance ( 2017/18-2020/21 ),Barbara Farrell,Bruyère Research Institute,https://cognit.ca/en/research/project/148673, 
425,425,SPOR Evidence Alliance ( 2017/18-2020/21 ),Shalini Lal,University of Montreal,https://cognit.ca/en/research/project/148673, 
426,426,SPOR Evidence Alliance ( 2017/18-2020/21 ),Sophie Desroches,Laval University,https://cognit.ca/en/research/project/148673, 
427,427,SPOR Evidence Alliance ( 2017/18-2020/21 ),Kim A Sears,Queen's University,https://cognit.ca/en/research/project/148673, 
428,428,SPOR Evidence Alliance ( 2017/18-2020/21 ),Paula A Rochon,Women's College Hospital,https://cognit.ca/en/research/project/148673, 
429,429,SPOR Evidence Alliance ( 2017/18-2020/21 ),Barbara Farrell,Bruyère Research Institute,https://cognit.ca/en/research/project/148673, 
430,430,SPOR Evidence Alliance ( 2017/18-2020/21 ),Mathieu Ouimet,Laval University,https://cognit.ca/en/research/project/148673, 
431,431,SPOR Evidence Alliance ( 2017/18-2020/21 ),Jennifer Walker,Laurentian University,https://cognit.ca/en/research/project/148673, 
432,432,SPOR Evidence Alliance ( 2017/18-2020/21 ),Ivan D Florez,Universidad de Antioquia,https://cognit.ca/en/research/project/148673, 
433,433,SPOR Evidence Alliance ( 2017/18-2020/21 ),Areti Angeliki Veroniki,University of Ioannina,https://cognit.ca/en/research/project/148673, 
434,434,SPOR Evidence Alliance ( 2017/18-2020/21 ),Diane Cepanec,University of Manitoba,https://cognit.ca/en/research/project/148673, 
435,435,SPOR Evidence Alliance ( 2017/18-2020/21 ),Diane Cepanec,University of Manitoba,https://cognit.ca/en/research/project/148673, 
436,436,SPOR Evidence Alliance ( 2017/18-2020/21 ),Heather A Armson,University of Calgary,https://cognit.ca/en/research/project/148673, 
437,437,SPOR Evidence Alliance ( 2017/18-2020/21 ),Peter Szatmari,Hospital for Sick Children,https://cognit.ca/en/research/project/148673, 
438,438,SPOR Evidence Alliance ( 2017/18-2020/21 ),Sandra P Small,Memorial University of Newfoundland,https://cognit.ca/en/research/project/148673, 
439,439,SPOR Evidence Alliance ( 2017/18-2020/21 ),Terry P Klassen,University of Manitoba,https://cognit.ca/en/research/project/148673, 
440,440,SPOR Evidence Alliance ( 2017/18-2020/21 ),Stephen E Bornstein,Memorial University of Newfoundland,https://cognit.ca/en/research/project/148673, 
441,441,SPOR Evidence Alliance ( 2017/18-2020/21 ),Colin Macarthur,Hospital for Sick Children,https://cognit.ca/en/research/project/148673, 
442,442,SPOR Evidence Alliance ( 2017/18-2020/21 ),Erna E Snelgrove-Clarke,Dalhousie University,https://cognit.ca/en/research/project/148673, 
443,443,SPOR Evidence Alliance ( 2017/18-2020/21 ),Srividya N Iyer,McGill University,https://cognit.ca/en/research/project/148673, 
444,444,SPOR Evidence Alliance ( 2017/18-2020/21 ),Roberta L Woodgate,University of Manitoba,https://cognit.ca/en/research/project/148673, 
445,445,SPOR Evidence Alliance ( 2017/18-2020/21 ),Roberta L Woodgate,University of Manitoba,https://cognit.ca/en/research/project/148673, 
446,446,SPOR Evidence Alliance ( 2017/18-2020/21 ),Ivan D Florez,Universidad de Antioquia,https://cognit.ca/en/research/project/148673, 
447,447,SPOR Evidence Alliance ( 2017/18-2020/21 ),Braden J Manns,University of Calgary,https://cognit.ca/en/research/project/148673, 
448,448,SPOR Evidence Alliance ( 2017/18-2020/21 ),Douglas A Coyle,University of Ottawa,https://cognit.ca/en/research/project/148673, 
449,449,SPOR Evidence Alliance ( 2017/18-2020/21 ),Colin Macarthur,Hospital for Sick Children,https://cognit.ca/en/research/project/148673, 
450,450,SPOR Evidence Alliance ( 2017/18-2020/21 ),Megan L Aston,Dalhousie University,https://cognit.ca/en/research/project/148673, 
451,451,SPOR Evidence Alliance ( 2017/18-2020/21 ),Jessie Mcgowan,University of Ottawa,https://cognit.ca/en/research/project/148673, 
452,452,SPOR Evidence Alliance ( 2017/18-2020/21 ),Karen Mackinnon,University of Victoria,https://cognit.ca/en/research/project/148673, 
453,453,SPOR Evidence Alliance ( 2017/18-2020/21 ),Marilyn T MacDonald,Dalhousie University,https://cognit.ca/en/research/project/148673, 
454,454,SPOR Evidence Alliance ( 2017/18-2020/21 ),Marie-Pierre Gagnon,Laval University,https://cognit.ca/en/research/project/148673, 
455,455,SPOR Evidence Alliance ( 2017/18-2020/21 ),Marcello Tonelli,University of Calgary,https://cognit.ca/en/research/project/148673, 
456,456,SPOR Evidence Alliance ( 2017/18-2020/21 ),Paula A Rochon,Women's College Hospital,https://cognit.ca/en/research/project/148673, 
457,457,SPOR Evidence Alliance ( 2017/18-2020/21 ),Kathryn M Sibley,University of Manitoba,https://cognit.ca/en/research/project/148673, 
458,458,SPOR Evidence Alliance ( 2017/18-2020/21 ),Marie-Pierre Gagnon,Laval University,https://cognit.ca/en/research/project/148673, 
459,459,SPOR Evidence Alliance ( 2017/18-2020/21 ),Janet Martin,Western University,https://cognit.ca/en/research/project/148673, 
460,460,SPOR Evidence Alliance ( 2017/18-2020/21 ),Anna R Gagliardi,University Health Network,https://cognit.ca/en/research/project/148673, 
461,461,SPOR Evidence Alliance ( 2017/18-2020/21 ),Areti Angeliki Veroniki,University of Ioannina,https://cognit.ca/en/research/project/148673, 
462,462,SPOR Evidence Alliance ( 2017/18-2020/21 ),Colin Macarthur,Hospital for Sick Children,https://cognit.ca/en/research/project/148673, 
