,text,author_id,conversation_id,created_at,source,reply_settings,public_metrics,lang,id,in_reply_to_user_id,referenced_tweets
76,"#COVID19 was repeatedly cited as a cause of death at the Herron nursing home to obscure the fact that dozens of elderly residents died from thirst, malnourishment and neglect, a Quebec's coroner’s inquest heard Tuesday.

https://t.co/XPOJV3C3fU",8736882,1438128911414607883,2021-09-15T13:13:46.000Z,Twitter Web App,everyone,"{'retweet_count': 341, 'reply_count': 55, 'like_count': 466, 'quote_count': 148}",en,1438128911414607883,,
77,Ninety-seven-year-old dies in blaze at Montreal seniors residence https://t.co/M3fWqGQk2i,8736882,1435616427545743361,2021-09-08T14:50:03.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,1435616427545743361,,
78,"Disorganized elder care in Quebec contributed to COVID-19 death toll, according to report https://t.co/ndXkrW5PaF",8736882,1433555849390084098,2021-09-02T22:22:03.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 7, 'like_count': 9, 'quote_count': 1}",en,1433555849390084098,,
79,"When the pandemic turned socializing virtual, Peel Region seniors learned to bridge the digital divide https://t.co/Xu7u0rtX4k",8736882,1431605756340551680,2021-08-28T13:13:04.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",en,1431605756340551680,,
80,Liberals promise to hike supplementary pensions for low-income seniors if elected https://t.co/NP67vrKlpq,8736882,1430914568461590539,2021-08-26T15:26:32.000Z,dlvr.it,everyone,"{'retweet_count': 11, 'reply_count': 18, 'like_count': 28, 'quote_count': 3}",en,1430914568461590539,,
81,Liberal Leader Justin Trudeau promises to hike supplementary pensions for low-income seniors https://t.co/VPNJO34ext,8736882,1430903245652652035,2021-08-26T14:41:33.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 22, 'like_count': 28, 'quote_count': 4}",en,1430903245652652035,,
82,"O’Toole pledges priority to seniors on pensions, calls out ‘corporate elites’ https://t.co/iBtQxAyuxL",8736882,1430245661388120067,2021-08-24T19:08:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 13, 'like_count': 12, 'quote_count': 0}",en,1430245661388120067,,
83,"But for older employees who have to juggle children, commutes and elder care, working from home is a welcome reprieve and a chance for balance.

https://t.co/n4lzGpUuMj https://t.co/D8sBCbNhml",8736882,1428807935556206603,2021-08-20T19:55:41.000Z,Twitter Web App,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,1428807972885602307,8736882,"[{'type': 'replied_to', 'id': '1428807965373603850'}]"
84,Politics Briefing: Liberals pledge $9-billion in funding for long-term care homes and seniors https://t.co/xBBInSit0B,8736882,1428434105478246401,2021-08-19T19:10:04.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 23, 'like_count': 18, 'quote_count': 3}",en,1428434105478246401,,
85,"Quebec seniors minister taking one month leave of absence, Legault says https://t.co/JubK3k318F",8736882,1427692472365244421,2021-08-17T18:03:05.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1427692472365244421,,
86,"The New York Times reported that the Biden administration would start offering third shots to most Americans, starting as early as mid- to late September. 
 
Germany and France authorized booster shots for the elderly and vulnerable this month. 
 
https://t.co/Vic6R0wpr5 https://t.co/dJTnVFKJdy",8736882,1427658776895688711,2021-08-17T15:49:14.000Z,Twitter Web App,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,1427658790107815937,8736882,"[{'type': 'replied_to', 'id': '1427658785116594178'}]"
87,British Columbia to require seniors’ care staff to be vaccinated https://t.co/n8BmfC5knu,8736882,1425907577410314243,2021-08-12T19:50:33.000Z,dlvr.it,everyone,"{'retweet_count': 18, 'reply_count': 4, 'like_count': 105, 'quote_count': 5}",en,1425907577410314243,,
88,Some seniors finding income supplement hinged on who handled their CERB https://t.co/hlVZm1vIs3,8736882,1425437121083437065,2021-08-11T12:41:07.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 2, 'quote_count': 2}",en,1425437121083437065,,
89,Seniors cut off from income supplement after receiving emergency benefits https://t.co/phGKLhS2rp,8736882,1423252833504161792,2021-08-05T12:01:32.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 6, 'like_count': 9, 'quote_count': 0}",en,1423252833504161792,,
90,"Housing scarcity won’t be fixed by expecting seniors to downsize, experts say https://t.co/UL2CmwqaVV",8736882,1421128712204918787,2021-07-30T15:21:02.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 5, 'quote_count': 0}",en,1421128712204918787,,
91,Flower or oil? Eat or vape? The seniors’ guide to cannabis https://t.co/Zpr13gq7q5,8736882,1419965057945935872,2021-07-27T10:17:06.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}",en,1419965057945935872,,
92,"China’s Sinopharm vaccine offers poor protection from COVID-19 among elderly, study suggests https://t.co/LRrPkO9JKC",8736882,1418540039135322126,2021-07-23T11:54:35.000Z,dlvr.it,everyone,"{'retweet_count': 16, 'reply_count': 7, 'like_count': 28, 'quote_count': 10}",en,1418540039135322126,,
93,Liberals set August date for one-time $500 payment to seniors aged 75 and older https://t.co/SknlbLqEIZ,8736882,1412861002874449920,2021-07-07T19:48:07.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 24, 'like_count': 27, 'quote_count': 10}",en,1412861002874449920,,
94,"A mobile hairdressing service that specializes in seniors is on the road for the first time since November as Ontario eases COVID-19 restrictions. Haircuts on Wheels started out doing kids cuts, but interest from seniors led to a rethink.
https://t.co/rRov9iJgFB",8736882,1412152645284925440,2021-07-05T20:53:21.000Z,Twitter Web App,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 17, 'quote_count': 1}",en,1412152645284925440,,
95,"“I had a couple of people call me and say, if you don’t come soon, I’m going to have to get a lawn mower for my hair,"" —Kimberly Irwin (@haircutonwheels).

https://t.co/B9JJ8YpCMK https://t.co/DZNNq1NaxP",8736882,1412148417980252167,2021-07-05T20:44:13.000Z,Twitter Web App,everyone,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 18, 'quote_count': 0}",en,1412150347255234561,8736882,"[{'type': 'replied_to', 'id': '1412150051732955139'}]"
96,"For Ms. Irwin, providing service to seniors is more than just giving them haircuts. A large part of her work is also to provide companionship and regularly check in with some of her clients. 

https://t.co/B9JJ8YpCMK https://t.co/UlYrFhKObm",8736882,1412148417980252167,2021-07-05T20:43:03.000Z,Twitter Web App,everyone,"{'retweet_count': 5, 'reply_count': 3, 'like_count': 28, 'quote_count': 2}",en,1412150051732955139,8736882,"[{'type': 'replied_to', 'id': '1412149076662145026'}]"
97,"Now, she has a phone and online booking system on the @haircutonwheels website for bedside service and also operates salons in 12 long-term care homes across the GTA. 

https://t.co/B9JJ8YpCMK https://t.co/SRUP0HqJ0R",8736882,1412148417980252167,2021-07-05T20:42:10.000Z,Twitter Web App,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",en,1412149830953152514,8736882,"[{'type': 'replied_to', 'id': '1412148831366549518'}]"
98,"Ms. Irwin first started the company to cater to children. But two years into the business, she started getting calls for seniors. 

“For moms, it was a convenience. But for seniors, it’s a necessity. Many are homebound, they have difficulty getting out.""

https://t.co/B9JJ8YpCMK https://t.co/JjSlo3Q40F",8736882,1412148417980252167,2021-07-05T20:39:10.000Z,Twitter Web App,everyone,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 23, 'quote_count': 0}",en,1412149076662145026,8736882,"[{'type': 'replied_to', 'id': '1412148831366549518'}]"
99,"“When I’m phoning people to book an appointment, they feel like they’re winning the lottery because they’ve been waiting for this for so long,” —Kimberly Irwin (@haircutonwheels).

https://t.co/B9JJ8YpCMK https://t.co/A9yUQmDDw1",8736882,1412148417980252167,2021-07-05T20:38:12.000Z,Twitter Web App,everyone,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 20, 'quote_count': 0}",en,1412148831366549518,8736882,"[{'type': 'replied_to', 'id': '1412148621269667841'}]"
100,"Kimberly Irwin, who started the company 12 years ago, has spent the better part of the past week taking stock of inventory and making phone calls to regular clients, letting them know that she’s back in business. 

https://t.co/B9JJ8YpCMK https://t.co/UQTH32iy7Y",8736882,1412148417980252167,2021-07-05T20:37:22.000Z,Twitter Web App,everyone,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 17, 'quote_count': 0}",en,1412148621269667841,8736882,"[{'type': 'replied_to', 'id': '1412148417980252167'}]"
101,"A mobile hair-care company that offers services to seniors and people with special needs, @haircutonwheels, is getting back on the road for the first time since November as Ontario eases COVID-19 restrictions. 

https://t.co/B9JJ8YpCMK",8736882,1412148417980252167,2021-07-05T20:36:33.000Z,Twitter Web App,everyone,"{'retweet_count': 25, 'reply_count': 5, 'like_count': 86, 'quote_count': 2}",en,1412148417980252167,,
102,"“When we became assimilated, they made us think different, and feel different. So a lot of the pain that we see in our people right now comes from there,” said Florence Sparvier, Cowessess Elder and residential school survivor

https://t.co/ILcrfIcldh https://t.co/9GZ4DFxxw5",8736882,1408500154957770754,2021-06-25T18:59:44.000Z,Twitter Web App,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",en,1408500172829696002,8736882,"[{'type': 'replied_to', 'id': '1408500169495220226'}]"
103,"“Over the past years the oral stories of our elders, survivors, and friends of our survivors have told the stories that knew these burials were here,” Mr. Delorme told reporters.

“One day there will be a monument there.”

https://t.co/ILcrfIcldh https://t.co/6VJ4pfjQ10",8736882,1408131036739997701,2021-06-24T18:32:57.000Z,Twitter Web App,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",en,1408131042905628672,8736882,"[{'type': 'replied_to', 'id': '1408131039684435970'}]"
104,Family says Quebec’s nursing-home guidelines were death sentences for the elderly https://t.co/LzI6fBG8Cl,8736882,1405693379405434883,2021-06-18T01:06:32.000Z,dlvr.it,everyone,"{'retweet_count': 13, 'reply_count': 5, 'like_count': 18, 'quote_count': 2}",en,1405693379405434883,,
105,Liberal government moves to define elder abuse to better target ways to stop it https://t.co/GMBzRnztPq,8736882,1404885057114808324,2021-06-15T19:34:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 8, 'quote_count': 0}",en,1404885057114808324,,
106,"The first phase will include mental health supports for survivors, information gathering, and an engagement process with elders and community members. It will be followed by burial site identification and field work

https://t.co/5of4lonrze",8736882,1404812720948535299,2021-06-15T14:47:09.000Z,Twitter Web App,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 1}",en,1404812729257431049,8736882,"[{'type': 'replied_to', 'id': '1404812727906967559'}]"
107,"“It would make sense to provide second doses faster for vulnerable populations, which includes older adults,” Bogoch said.

https://t.co/6fsibeS9dS",8736882,1397629091260551169,2021-05-26T19:02:02.000Z,Twitter Web App,everyone,"{'retweet_count': 14, 'reply_count': 1, 'like_count': 36, 'quote_count': 3}",en,1397629117579866113,8736882,"[{'type': 'replied_to', 'id': '1397629116086636544'}]"
108,Younger generations will pay for the $500 seniors bonus in last month’s budget https://t.co/CXOeNnS6TH,8736882,1396816541618872327,2021-05-24T13:13:09.000Z,dlvr.it,everyone,"{'retweet_count': 13, 'reply_count': 185, 'like_count': 55, 'quote_count': 55}",en,1396816541618872327,,
109,Japan opens mass vaccination sites for elderly ahead of Olympics https://t.co/7kB2zUaBym,8736882,1396670048165527553,2021-05-24T03:31:03.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 20, 'quote_count': 0}",en,1396670048165527553,,
110,Tribal elders help broker ceasefire between Taliban and the Afghan government https://t.co/JN2bNZJgbn,8736882,1395356026140991488,2021-05-20T12:29:35.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",en,1395356026140991488,,
111,"Ron Siwicki spent two years in prison for failing to look after his bedridden mother. @wencyleung discusses how his family’s tragic story reveals the difficulties of at-home elder care.

https://t.co/IkT0eW0Yyp",8736882,1394269756404928512,2021-05-17T12:33:08.000Z,Twitter Web App,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",en,1394269756404928512,,
112,Ron Siwicki failed his mother. Who failed him? A Winnipeg family’s horror shows the limits of elder care at home https://t.co/FSVppYqxF5,8736882,1393221836486307840,2021-05-14T15:09:05.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 2}",en,1393221836486307840,,
113,Three residents suffer smoke inhalation after fire destroys part of Edmonton-area seniors complex https://t.co/m67OKpnlOo,8736882,1390696690433155074,2021-05-07T15:55:03.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1390696690433155074,,
114,B.C. gives $2-million to Japanese Canadian seniors as step toward righting internment wrongs https://t.co/QDmKVznmkQ,8736882,1390086421675868160,2021-05-05T23:30:04.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 3, 'like_count': 19, 'quote_count': 0}",en,1390086421675868160,,
115,Pioneering N.S. nurse Clotilda Yakimchuk advocated for seniors and education for youth https://t.co/IVlv1GtDia,8736882,1387898636147716099,2021-04-29T22:36:35.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",en,1387898636147716099,,
116,"In unveiling her first budget, @cafreeland is offering billions of dollars of federal money to women, seniors, students, Indigenous and racialized communities, small-business owners and young people wanting to buy their first homes. 

#Budget2021

https://t.co/3t6zdhZIDg",8736882,1384255476351701001,2021-04-19T21:19:58.000Z,Twitter Web App,everyone,"{'retweet_count': 17, 'reply_count': 12, 'like_count': 44, 'quote_count': 2}",en,1384255476351701001,,
117,New York police searching for suspect after elderly Asian-American woman assaulted https://t.co/kk3WKLJTla,8736882,1376871856628588544,2021-03-30T12:20:06.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 9, 'like_count': 16, 'quote_count': 0}",en,1376871856628588544,,
118,"B.C. accelerates vaccine timeline for extremely clinically vulnerable, seniors https://t.co/gZlLH9iJGD",8736882,1374506634764898306,2021-03-23T23:41:33.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 23, 'quote_count': 1}",en,1374506634764898306,,
119,How B.C.’s early success in protecting vulnerable seniors evaporated in COVID-19 second wave https://t.co/NElLCUJ4IP,8736882,1373795950603341826,2021-03-22T00:37:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",en,1373795950603341826,,
120,Quebec has used more vaccine doses on seniors than Ontario https://t.co/mTc6DdyeR9,8736882,1372866203811647494,2021-03-19T11:03:04.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 7, 'like_count': 21, 'quote_count': 3}",en,1372866203811647494,,
121,"Politics Briefing: Federal health committee reverses decision on Oxford-AstraZeneca vaccine, calls it safe for seniors https://t.co/v13MMlivJI",8736882,1371883851643953153,2021-03-16T17:59:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 6, 'like_count': 4, 'quote_count': 1}",en,1371883851643953153,,
122,Healthy eating and physical activity is important – especially for older adults https://t.co/z9k2qTqtth,8736882,1371054635113324549,2021-03-14T11:04:32.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 6, 'like_count': 11, 'quote_count': 2}",en,1371054635113324549,,
123,No sanctuary: COVID-19 threatens Italy’s elderly nuns and priests in cramped quarters https://t.co/ZoYJOLT4HO,8736882,1369711537619804160,2021-03-10T18:07:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,1369711537619804160,,
124,"Throughout the pandemic, COVID-19 has been deadliest for the elderly.

–96.1% of deaths for which @PHAC_GC has data are among people 60 or older. 
–People older than 80 accounted for nearly 70% of deaths

https://t.co/UJH7lqvZAX https://t.co/e2279lYp67",8736882,1369326528580947984,2021-03-09T17:16:43.000Z,Twitter Web App,everyone,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 6, 'quote_count': 0}",en,1369336359585013775,8736882,"[{'type': 'replied_to', 'id': '1369336353956171779'}]"
125,"One year ago today, Canada reported its first death from a then-mysterious novel coronavirus— an elderly resident in a B.C. nursing home. 

His death was a harbinger of the horrors that would unfold in seniors’ facilities and hospital wards across Canada.

https://t.co/cuNA6Rs7sK",8736882,1369326528580947984,2021-03-09T16:37:39.000Z,Twitter Web App,everyone,"{'retweet_count': 20, 'reply_count': 5, 'like_count': 29, 'quote_count': 1}",en,1369326528580947984,,
126,B.C. COVID-19 vaccine call centres start booking appointments for elderly and Indigenous people https://t.co/iaaTXEKR2Y,8736882,1368895039078690821,2021-03-08T12:03:04.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",en,1368895039078690821,,
127,Community group to gain control of nursing home for Korean seniors https://t.co/6j0xiIOO8N,8736882,1368186359383552001,2021-03-06T13:07:02.000Z,dlvr.it,everyone,"{'retweet_count': 16, 'reply_count': 3, 'like_count': 41, 'quote_count': 2}",en,1368186359383552001,,
128,"Ontario aims to give all seniors first COVID-19 shot by June, removes stay-at-home order for Toronto, Peel https://t.co/niWoW1SqN3",8736882,1367906518784380929,2021-03-05T18:35:03.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",en,1367906518784380929,,
129,B.C. top doctor apologizes for seniors’ COVID-19 vaccine delay https://t.co/1cJMvdK10e,8736882,1367661024644501509,2021-03-05T02:19:32.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 6, 'quote_count': 1}",en,1367661024644501509,,
130,COVID-19 outbreak at Edmonton seniors’ residence involving variant grows to 36 cases https://t.co/HoMw4o6Y7V,8736882,1367653599753334789,2021-03-05T01:50:02.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",en,1367653599753334789,,
131,Politics Briefing: Federal advisory body not recommending AstraZeneca vaccine for seniors https://t.co/YYnHp7ezRu,8736882,1366795576000450566,2021-03-02T17:00:33.000Z,dlvr.it,everyone,"{'retweet_count': 10, 'reply_count': 2, 'like_count': 4, 'quote_count': 1}",en,1366795576000450566,,
132,"Evening Update: Don’t use AstraZeneca COVID-19 vaccine on seniors, national panel says; Ontario Premier overrode top doctor on tests, overwhelming system https://t.co/uxLmmtLarx",8736882,1366510695966142466,2021-03-01T22:08:33.000Z,dlvr.it,everyone,"{'retweet_count': 11, 'reply_count': 9, 'like_count': 12, 'quote_count': 2}",en,1366510695966142466,,
133,"Lines at centres grew in the summer, as people sought COVID-19 tests so they could go to the cottage or visit elderly relatives. The wait became even longer in September after schools reopened.

In October, Ontario reverted to an appointment-only system.

https://t.co/ZJ2luTe8pS https://t.co/o0P85upzzt",8736882,1366433007792508936,2021-03-01T16:59:57.000Z,Twitter Web App,everyone,"{'retweet_count': 17, 'reply_count': 1, 'like_count': 32, 'quote_count': 1}",en,1366433037085466625,8736882,"[{'type': 'replied_to', 'id': '1366433028143276039'}]"
134,Why did a geriatrician who fought to give seniors hope seek medically assisted death in the middle of a pandemic? He told us https://t.co/quAegl91jq,8736882,1366415821581377536,2021-03-01T15:51:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 8, 'quote_count': 1}",en,1366415821581377536,,
135,"Vaccinating essential workers before seniors in B.C. could save lives, experts say https://t.co/4K4oGnxeCN",8736882,1364757269468962817,2021-02-25T02:01:03.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 5, 'quote_count': 0}",en,1364757269468962817,,
136,Alberta sees surge of vaccine appointments as more seniors gain eligibility https://t.co/wMKuenFDqi,8736882,1364652450519506944,2021-02-24T19:04:32.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",en,1364652450519506944,,
137,"Hillier said that after seniors over 80 are vaccinated, Ontario will move down in age by 5 year increments:

–Over 75 will start on April 15
–Over 70 on May 1
–Over 65 on June 1
–Over 60 on July 1

Essential workers are expected to get their shots in May. 
https://t.co/FgxhK6i7IH",8736882,1364633227261063174,2021-02-24T17:48:10.000Z,Twitter Web App,everyone,"{'retweet_count': 48, 'reply_count': 43, 'like_count': 73, 'quote_count': 139}",en,1364633230746537985,8736882,"[{'type': 'replied_to', 'id': '1364633228825534470'}]"
138,"The chair of Ontario’s vaccine task force, @GeneralHillier, said vaccinations for seniors over 80 are set to begin in the third week of March.

https://t.co/FgxhK6i7IH",8736882,1364633227261063174,2021-02-24T17:48:10.000Z,Twitter Web App,everyone,"{'retweet_count': 14, 'reply_count': 32, 'like_count': 19, 'quote_count': 10}",en,1364633228825534470,8736882,"[{'type': 'replied_to', 'id': '1364633227261063174'}]"
139,"Ontario won’t launch its #COVID19Vaccine booking system until March 15.

Meanwhile, both Alberta and Quebec are taking bookings for older seniors this week and are set to start vaccinations this week and next.

@l_stone reports 

https://t.co/FgxhK6i7IH",8736882,1364633227261063174,2021-02-24T17:48:09.000Z,Twitter Web App,everyone,"{'retweet_count': 25, 'reply_count': 10, 'like_count': 35, 'quote_count': 24}",en,1364633227261063174,,
140,B.C. seniors over age 80 to get info next week on when they’ll get vaccinated https://t.co/tS8srYWgNh,8736882,1364382925622452226,2021-02-24T01:13:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 13, 'quote_count': 0}",en,1364382925622452226,,
141,Alberta’s top doctor urges patience as some seniors eligible to get COVID-19 vaccine https://t.co/duuIQ4pQA2,8736882,1364379147783442433,2021-02-24T00:58:32.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 9, 'like_count': 4, 'quote_count': 0}",en,1364379147783442433,,
142,"COVID-19 outbreak at Edmundston, N.B., seniors home officially declared to be over https://t.co/C7bIlk3CJK",8736882,1358477645650878468,2021-02-07T18:08:04.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",en,1358477645650878468,,
143,Reports of elder abuse soar outside of long-term care in Ontario https://t.co/SVnEVg8161,8736882,1357506107795668995,2021-02-05T01:47:31.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 2}",en,1357506107795668995,,
144,Britain tops vaccination charge as Canada falters https://t.co/w5iizh0HPH,8736882,1356412917629865985,2021-02-02T01:23:35.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 9, 'like_count': 15, 'quote_count': 2}",en,1356412917629865985,,
145,Finding elderly volunteers for vaccine trials becoming difficult for drug makers https://t.co/uRNf2xs2e2,8736882,1356338792785870848,2021-02-01T20:29:02.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 5, 'like_count': 7, 'quote_count': 0}",en,1356338792785870848,,
146,Pope Francis institutes Catholic day to honour the elderly https://t.co/2IVf2Vmhw6,8736882,1355893235596447744,2021-01-31T14:58:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 35, 'quote_count': 3}",en,1355893235596447744,,
147,"Thousands of Albertans in private seniors’ facilities still awaiting vaccines, not atop priority lists https://t.co/mHvMFO3aYm",8736882,1352444760057729025,2021-01-22T02:35:32.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 15, 'quote_count': 1}",en,1352444760057729025,,
148,Watchdog for seniors to investigate lethal outbreak of COVID-19 in care homes https://t.co/FPhCEga3G9,8736882,1349177859760300033,2021-01-13T02:14:02.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 16, 'quote_count': 0}",en,1349177859760300033,,
149,Federal leaders join rally at Toronto seniors’ home as Ontario hits new high for COVID-19 cases https://t.co/vW7GXWwGuH,8736882,1348395956564156419,2021-01-10T22:27:02.000Z,dlvr.it,everyone,"{'retweet_count': 12, 'reply_count': 7, 'like_count': 33, 'quote_count': 1}",en,1348395956564156419,,
150,"Some New Brunswick elder-care workers left out of pandemic wage top-up, union says https://t.co/V5DVrFC87f",8736882,1344053341395902464,2020-12-29T22:51:02.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,1344053341395902464,,
151,COVID-19 vaccine’s arrival offers an end to isolation for B.C. seniors in care - soon https://t.co/eiEZUMkHbK,8736882,1338818974302101504,2020-12-15T12:11:32.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",en,1338818974302101504,,
152,Increase in claims of elder abuse fuels further study by B.C.’s advocate for seniors https://t.co/XDhWTC5MkL,8736882,1336444964247457793,2020-12-08T22:58:04.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}",en,1336444964247457793,,
153,"Federal panel says LTC residents, staff and elderly should be first in line for COVID-19 vaccines https://t.co/r0WpvFouL5",8736882,1333953162697273344,2020-12-02T01:56:32.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 34, 'quote_count': 1}",en,1333953162697273344,,
154,More pandemic protection needed for B.C. seniors as second wave of COVID-19 hits: report https://t.co/zGRfsAYSvw,8736882,1329467860578562048,2020-11-19T16:53:32.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}",en,1329467860578562048,,
155,Growing number of Vancouver-area seniors facing housing crisis https://t.co/bh38l6R6o7,8736882,1329124475271450626,2020-11-18T18:09:03.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,1329124475271450626,,
156,Manitoba seniors minister to address COVID-19 outbreak at Winnipeg personal care home https://t.co/YbnOh8FM6J,8736882,1325463725424353285,2020-11-08T15:42:32.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",en,1325463725424353285,,
157,"B.C. reports another coronavirus outbreak at seniors facility, two more deaths https://t.co/gYraeofwVL",8736882,1321612596965900288,2020-10-29T00:39:32.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",en,1321612596965900288,,
158,"For the love of hockey: Former nurse devises plan to return senior men to the ice, safely https://t.co/Z0ewzIhkbs",8736882,1320814965733797890,2020-10-26T19:50:02.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 11, 'quote_count': 1}",en,1320814965733797890,,
159,Oxford COVID-19 vaccine trials produce immune response among elderly and young https://t.co/Q3bw9zgjOw,8736882,1320695438073237504,2020-10-26T11:55:04.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 4, 'like_count': 67, 'quote_count': 1}",en,1320695438073237504,,
160,"First Nations elder alleges Winnipeg hospital initially ignored her symptoms, questioned her about alcohol use https://t.co/jpwZE8ic4q",8736882,1317167812721344512,2020-10-16T18:17:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",en,1317167812721344512,,
