,links,dates,header,body
246,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/09/05/do-cholesterol-lowering-drugs-help-prevent-dementia,5 September 2017,Do cholesterol lowering drugs help prevent dementia?,"['If you’re taking pills to lower your cholesterol, you’re not alone. “Statins” – drugs that work by inhibiting a certain enzyme in the liver that produces cholesterol – are among the top three most prescribed medications in North America (1;2) with a healthcare price tag of close to $2 billion annually in Canada alone (3). With names like atorvastatin (Lipitor®) and rosuvastatin (Crestor®) the drugs’ ultimate purpose is to lower the risk of heart attack and stroke. They are generally “well tolerated,” meaning the majority of people don’t have problems taking them (4;5). And recent research suggested that statins may have another benefit: lowering the risk of dementia. With the number of people with dementia already at an alarming high and predicted to double every 20 years (6), getting Alzheimer’s or a related disease has become one of our greatest health fears. A pill that wards off both heart disease and dementia would definitely be a “two-for-one” deal worth getting excited about! But do statins really help to prevent dementia? Observational studies have produced mixed results: a few early studies reported a significant preventative benefit (7;8) but others since were much less encouraging. Large-scalerandomized controlled trialsare challenging for such a complex topic, but the authors of arecentsystematic reviewfound two, involving a total of 26,340 participants aged 40 to 82, almost half of them age\xa070 and over (9). They were given one of two different statins, monitored and assessed over a three to five year follow-up period, and compared with people incontrol groupswho were given aplacebo. What did they find? Disappointingly, there was no evidence that statins have any effect in preventing cognitive decline or dementia (9). If your doctor has prescribed statins, take them. And while you’re at it, take any advice offered about lifestyle changes including diet and exercise. The pills alone may not be a magic solution for avoiding dementia but maintaining a strong, healthy heart and body will always have benefits.']"
247,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/08/29/6-research-based-ways-your-smartphone-can-support-your-healthy-aging-goals,29 August 2017,6 research-based ways your smartphone can support your healthy aging goals,"['How close is your relationship with your smart phone? Some people can’t live without their phone, while others struggle to remember where it is… or how to turn it on! Regardless of your level of dependency, mobile phones can provide easy access to your personal contacts, directions, even entertainment. And – importantly – they can also help improve and maintain health while supporting your goals of aging optimally. Here are some of the best evidence-based ways your phone can help keep you healthy. Click on the links for more information about recent research and the study findings. 1.  Assistance to manage your medications We’re all human, which means we can make mistakes or forget to do things. But some slip-ups have serious consequences, such as forgetting to take medications properly (or at all), a common problem for many people. Text message reminders delivered via mobile phone canhelp ensure medications are taken as directed(1). 2.  Motivation to stay focused and on track We can all use a little help and encouragement sometimes, especially when the going gets tough, like when we’re struggling to quit smoking, eat well or manage our weight. There are many health ‘apps’ available that send information, reminders and motivational messages to our phones and research evidence shows this approach can keep us from getting discouraged as we work toward our goals, includingsmoking cessation(2) andweight loss(3). 3.  Support for managing chronic conditions Chronic diseases like type 2 diabetes, which involve ongoing monitoring, can be challenging for people to manage effectively. Studies show that mobile phone applications\xa0(aka “apps”) that involve inputting information (e.g. blood glucose readings, food intake etc.) and receiving personalized feedback helpimprove blood sugar levels(4).Dietary mobile appswith a focus on self-monitoring may also help folks with chronic diseases reduce their weight, waist circumference, and calorie consumption in the short-term (5).Electronic toolscan even work hand in hand with strategies such as home exercise. People with osteoarthritis of the knee engaging in this combined strategy can experience short and long-term improvements in pain, physical function, and health-related quality of life by a small amount. Compared to other electronic tools, mobile apps are especially effective (6). “Telemedicine” is also a time- and cost-effective way to support people recovering from diabetes-related problems such asfoot ulcers(7). Telephone monitoring and support can also be effective for people recovering fromstroke(8) andheart failure(9). Automated telephone communication systems (ATCS), can help patientsmanage long-term conditionsand encourage people to take preventive measures (screenings, immunizations, follow-up appointments etc.) (10). 4.  Socialization: talk, laugh, share Let’s not forget the original use of a phone: to connect and communicate with others! Relationships and contact with people contribute to a full, balanced and healthy life; conversely people who are socially isolated – including many older adults – are at risk of poor health. Telephones and other communication technology can help alleviateloneliness and a sense of isolation(11). 5.  Access to your health records What does the future hold for technology to monitor, maintain and/or improve your health? There is growing interest in making Personal Health Records (PHR) electronically available for people who want secure online access to their medical files in order to take greater responsibility and advocate for their own healthcare. Further research willclarify if and how PHRs impact overall health(12). 6.  Find healthy aging information you can trust Depending on your phone and your data plan, you may have full access to the Internet – including the trusted, evidenced-based health information on the McMaster Optimal Aging Portal! Just be wary when searching for health information elsewhere online: what you read may not be based on credible sources and may not lead to the health benefits you hope for. Click the link below for tips on how to know if a health-related article is reliable. Don’t believe the hype: 6 tips to identify trustworthy health information']"
248,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/08/09/what-works-best-for-relieving-back-pain,16 August 2017,What works best for relieving back pain?,"['If you suffer from a bad back, you’re not suffering alone: low back pain is the leading cause of discomfort and disability in the world and the prevalence peaks in older age (1). But that startling bit of trivia is cold comfort when you’re laid up with a stiff, sore and aching back. However, there are ways to get relief. Here are some treatments and strategies that show promise for reducing pain and disability caused by low back pain. Click on the links to read the research evidence. Remedies that don’t involve drugs (which come with the risk of side effects) are often the first line of defense when it comes to pain relief, particularly for chronic, long term low back pain. A recentsystematic reviewassessed the impact of various types of therapies on pain levels and function in adults with low back pain (2). The good news is that many of them really do help – at least in the short term – and can reduce pain by a small to moderate amount. The greatest effects were observed when participants practiced yoga and other types of motor control exercises (e.g. Tai Chi), or engaged in relaxation/stress reduction techniques. There was also evidence that acupuncture, massage and rehabilitation can help relieve pain (2). This review reinforces recommendations that people experiencing back pain should move, stretch and perform certain types of exercise – even though their inclination might be to just rest. Other studies have shown thatstrength/resistance training(3),balance/coordination exercises and yoga(4) help to alleviate back pain, strengthen muscles and improve mobility. Over the years, various types of pain killers and muscle relaxants have been prescribed for chronic low back pain, but they don’t consistently work well for everyone or help avoid the risks of back surgery (5). Recently, valuable new evidence came out of asystematic reviewthat examined the effectiveness of eight different classifications of drugs in reducing low back pain (6). For people who do not respond to non-drug approaches (which are recommended as a first line of treatment), the recommendation is to try NSAIDS (non-steroidal anti-inflammatory drugs) for either acute or chronic pain. As a second choice, duloxetine, a type of antidepressant, was shown to help relieve chronic back pain. Opioids may also help reduce back pain, but have higher risks of side effects, addiction and overdose. While the included studies did not assess risks for harm, the review authors acknowledge theconcerns and controversy surrounding the use of opioidsfor chronic pain (6;7). The review also found that acetaminophen does not relieve acute back pain and that NSAIDs are not as effective as previously believed (6), which is consistent with other recent studies. Some types of NSAIDs may be more effective than others (for example, recent research shows“nonselective” NSAIDs have more risks and fewer benefits) (8). Ask your doctor or pharmacist what type of medications you are prescribed for your pain and advice about weighing the risks vs. benefits for your situation. Although low back pain afflicts the majority of adults, so far there is no magic cure that will work for all. The best strategy may involve a combination of non-drug therapies, with or without a prescription drug. Work with your doctor to develop a personalized plan for managing your back pain and getting on with your active life.']"
249,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/07/31/does-menu-labelling-affect-food-choices,31 July 2017,Does menu labelling affect food choices?,"['Imagine you’ve had a busy morning, you’re hungry and opt to grab some lunch at a restaurant around the corner. You’re about to order when you notice the menu board includes the calorie counts for each item. Yikes! You realize that little meal is going to account for almost half your daily calorie requirements! \xa0Do you choose something lighter – or do you shrug, sigh and proceed with your original order? That’s what researchers examining the impact of menu labeling would like to know. In recent years, menu labels – including nutrition information about menu items – were introduced in North America in response to what is seen as a direct correlation between rising rates of obesity and increasing reliance on restaurants (1;2). Eating out may be convenient but there’s a health-related catch: people who frequently eat at fast food restaurants are likely to gain weight (3) as portions tend to be large and many of the menu options include high amounts of calories, fat, sodium and added sugars (4). Menu labeling is designed to help people make more informed food choices and ideally, encourage healthier selections (5). Is it working? To help answer that,asystematic reviewof 17 studieslooked into whether menu labeling influences the types of food ordered and the amount of calories people eat in restaurants and cafeterias (6). The evidence shows that posting ""informative"" labels such as the calorie counts of menu items does not appear to be enough to influence food choices (6). Calorie counting can be challenging and requires a high level of “health literacy” not to mention mental math skills. However, ""interpretive"" menu labels that help put calorie counts into context do appear to impact the type and amount of food people ordered and consumed (6). Some examples of interpretive labelling that works: providing the recommended total daily calorie allowances for an average adult as well as calorie counts per item; using ""traffic light"" colours to highlight options containing high, moderate or low amounts of fat, sodium, sugar and/or calories; or pairing calorie counts with an estimate of the number of minutes or miles of walking necessary to “work off” the same number of calories. Sixty extra calories may not sound like much, but you may reconsider your options if the menu suggests you take an extra 20min walk to expend that energy! So, if you’re trying to cut calories or make healthier diet choices, look for interpretive menu labels as a helpful way to identify and opt for healthier foods. Looking for other ways to avoid eating too much? Size does matter!People who are offered food and beverages in larger quantities tend to consume more than if they are served smaller amounts(7). Ordering smaller portions and having foods served on small plates can help prevent overindulging. Dining out can be part of a balanced lifestyle. Choosing from among the menu’s healthier options and keeping portions to a reasonable size allows you to enjoy your restaurant meal without worrying about jeopardizing your health or weight.']"
250,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/07/24/computer-brain-games-for-treating-cognitive-impairment,24 July 2017,Computer brain games for treating cognitive impairment,"['“Use it or lose it.” That advice can apply to many situations but is often used to stress the importance of keeping our bodies and minds active in order to stay healthy, independent and mentally fit for as long as possible. Research evidence supports this old adage (1) and there are plenty of good options for staying physically active… but how can we best exercise our brains? One option for a cognitive “work out” is computerized cognitive training (CCT): various types of computer programs designed to strengthen overall cognition and improve memory, attention span and learning. With many options now available online, CCT is showing promise in helping to prevent cognitive decline in healthy older adults (2;3). That ledresearchers to investigatewhether CCT could benefit those who have already experienced cognitive decline (4).They include people with mild cognitive impairment (MCI) who have noticeable problems with thinking, memory, language and decision making but are still able to function independently, and people with dementia whose cognitive impairments interfere with daily activities. Study groups participated in supervised computerized cognitive skills training, video games or virtual reality activities for at least four hours in total, after which their cognitive abilities were measured and compared tocontrol groupswho didn’t take part in CCT or did different types of training. Cognitive “brain games” may be screen time well spent! People with MCI experienced moderate improvement in their overall cognitive abilities after taking part in computerized cognitive training sessions, specifically in areas such as memory, attention, verbal and non-verbal learning, and psychosocial functioning (4). For people with dementia, the evidence was less encouraging but some minor improvements were noted. Cognition tests were taken immediately after the completion of training, so the results don’t tell us much about the longer term impacts of CCT. More research is needed to address those and other questions, including whether CCT can help prevent the progression of mild cognitive impairment to full dementia. Although these results are promising, computer “brain games” should not be considered a one-step solution to keep our brains healthy and sharp. Research evidence shows that people with cognitive impairment, and their caregivers, benefit most when support programs have multiple components, including physical exercise and social interaction (5), andmost of us can benefit from less sedentary screen time! However, this research suggests that computer-based cognitive training can be considered one promising addition to treatment for people with cognitive impairment.']"
251,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/07/24/3-research-based-benefits-of-yoga-for-healthy-aging,24 July 2017,3 research-based benefits of yoga for healthy aging,"['Fitness trends come and go, but yoga has been practiced for thousands of years and shows no sign of fading away any time soon. Yoga continues to attract more and more followers every year representing all ages and physical fitness levels. What’s the attraction? Although yoga originally evolved as a spiritual practice, it has become a popular means of promoting physical and mental well-being. The poses, stretches, breathing and relaxation/meditation techniques associated with yoga are credited with maintaining good health and improving health conditions that tend to affect us as we age. Here are three examples of the health benefits of yoga, based on recent research evidence. Click the links to read more about the related studies. 1. Relieve your aching back Chronic low back pain is a very common and disabling condition. Drugs help, but come with risks of side effects.Yoga may help relieve the pain. Studies show it can be an effective, safe, non-drug therapy either by itself, or used in combination with medication (1). 2. Boost your balance Our balance tends to diminish with age. It’s important to work at maintaining it because balance is key to preventing falls and falls-related injuries. Yoga – which involves controlled movements, concentration and holding various poses –can improve balance and mobilityin people who practice regularly (2). 3. Ease symptoms of disease The combination of physical exercise (poses and stretches), mindful breathing and relaxation/meditation aim to strengthen and improve the body, mind and soul. Studies show that this holistic approach to health and wellness can help improve health-related quality of life and mental well-being in older adults, as well as relieve symptoms in people recovering from or coping with diseases\xa0such ascancer,asthmaandtype 2 diabetes(3-6). Yoga your way There are many types of yoga, including classes for beginners or those with physical limitations. Most poses can be adapted… or you can simply choose not to do some of them. Yoga may be practiced by millions of people around the world but how, where and at what level is uniquely personal. If you haven’t already done so, consider giving it a try. You have nothing to lose – except possibly some pain and stiffness – and much to potentially gain including pain relief, balance and overall quality of life.']"
252,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/06/26/regaining-language-skills-after-a-stroke-will-speech-therapy-help,26 June 2017,Regaining language skills after a stroke: Will speech therapy help?,"['Having a stroke can be a traumatic experience. We know that time is of the essence when it comes togetting to the hospital for treatment. But for many people, recovery from the initial event is just the beginning of a longer period of recovery and rehabilitation to restore lost function caused by the stroke. For at least\xa0one third of all people who suffer a stroke, recovery includes problems with communication (1). “Aphasia” is the term for language difficulties – including trouble speaking, listening and understanding, reading and writing – that often result from a stroke. Some or all communication skills may be affected and to varying degrees (2). For patients and their loved ones, it can add another layer of frustration and anxiety to an already difficult situation. Fortunately, most people recover language and communication skills, though the rate at which they regain abilities – and whether they make a full recovery – varies depending on the individual. For some, it’s a slow and uncertain climb and anything that might help the process is welcome. Speech language therapy is a recommended option. “If any stroke patient is showing signs of aphasia, speech language therapy should be included in their recovery plan according to theCanadian Stroke Best Practices,” says Dr. Patrice Lindsay, Director of Stroke,Heart & Stroke. “If not treated properly, aphasia can have a negative impact on a patient’s overall recovery, for example, they may become socially isolated. This may affect their desire and ability to actively participate in the rehabilitation process.” But what does the research say about speech language therapy. Does it really work? One recentsystematic reviewexamined the results of 57 randomized controlled trials involving more than 3,000 people with aphasia (3). In about half of the studies, participants who were offered speech language therapy were compared withcontrol groupswho received no specialized or formal language assistance. Other studies compared speech language therapy with social support or stimulation (i.e. opportunities to practice communication skills but not in a structured, standardized way) or compared different types and intensities of speech language therapy. Research evidence shows that speech language therapy is an effective way to improve language and communication skills after a stroke (3). It’s clearly better than no therapy at all but comparisons to other approaches like social support and stimulation were hard to make since many study participants withdrew early from the less structured programs. The evidence also suggested that “higher intensity” speech language therapy, for example more sessions and/or for a longer duration, can contribute to greater and/or faster improvements. While speech language therapy is a valuable part of stroke recovery, some people may not have easy access to Speech Language Pathologists, particularly outside urban areas and – depending on where you live and your healthcare plan – costs may not be covered. Be proactive about your stroke recovery plan: find out if speech language therapy is available to you and options for financial assistance. Stroke recovery involves patience, perseverance and understanding on the part of the person affected as well as family and friends. In the meantime, it’s important to keep those lines of communication open, even if aphasia makes it more challenging.']"
253,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/06/13/5-alternative-options-for-pain-relief,13 June 2017,5 alternative options for pain relief,"['Tell someone about an ache or pain and one of the first things they’ll ask is: “Are you taking anything for it?” In many ways we’re lucky that medical science has produced more, stronger and faster acting medications to help cure whatever ails us, and as a society we’re more than happy to take advantage of the “quick fix” of prescription or over-the-counter medicine. But there’s a downside to all that pill popping. Hazards range from minor side effects to serious and even deadly consequences, most notably whencertain kinds of drugs are used to manage chronic pain. The tide is beginning to turn as more healthcare professionals advocate for medication reviews, deprescribing and the use of “alternative” or non-drug therapies for managing pain. Even when medical treatments or prescription drugs are vital for recovery, people can still benefit from alternative therapies with proven benefits, which can be used to complement and enhance treatments. Here are five that have been tested by researchers. Click on the links for details about the studies. 1.\xa0 Get your groove on There’s a reason why music is such a major part of life for most people: it can entertain, inspire, cheer, soothe, motivate and relax. But can it relieve pain? According to research evidence, listening to certain kinds of music before, during and/or after surgeryhelps reduce pain, anxiety and depression(1). 2.\xa0 Get a move on Like it or not, if we want to stay healthy and mobile into our senior years we need to make exercise a part of our daily routine. It’s hard to stay motivated and active though, especially when something (back, knees, hips, old football injury) is acting up again. But don’t give up: research shows exercise can be one of the best ways to relieveback painorknee painas well as build strength and stamina (2-5). 3.\xa0 Try acupuncture Acupuncture, long used in Chinese medicine, is now popular and widely practiced in North America to improve health and well being. Thin needles inserted into the body at specific points help to reduce pain and improve bodily functions. For example, research shows that acupuncture canreduce the frequency of headaches and migraines(6-9).\xa0It may alsoreduce short-term painin people with knee osteoarthritis, while improving physical functioning in the short- and long-term (9;10). 4.\xa0 Change your mindset Cognitive-behavioural therapy is a short-term, goal-oriented type of psychotherapy that helps people develop personalized coping skills and change harmful thoughts or beliefs. It’s often used totreat depressionand other mental health problems (11), but it may also help relieve pain – particularly pain that isn’t due to a specific disease or condition. For example, studies show that cognitive-behavioural therapy helpsreduce the frequency and intensity of chest pain(12). 5.\xa0 Breathe and relax Relaxation techniques and activities like yoga – including stretching, breathing and meditation – promote health and wellness by calming the mind, reducing stress and lowering blood pressure. What’s the evidence on pain relief? Research showsyoga helps ease pain and disability associated with low back pain(13). Thinking outside the (pill) box No one wants to be in pain and if there’s a pill that can make it disappear, most people will find it hard to resist. But drugs don’t always help everyone and if they do, short-term pain relief could come at the expense of potentially serious side effects and longer-term health problems. Non-drug strategies are worth trying as a safer first line of defense.']"
254,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/06/13/digestive-problems-try-probiotics,13 June 2017,Digestive problems? Try probiotics,"[""Probiotics: They’re being added to more food items and touted as solving a wide range of health problems, boosting body functions from your brain to your breathing to your bowels. But is this just another fad? What are probiotics anyway? And do they live up to all the hype? Probiotics are actually bacteria – the “good” kind. Our bodies have trillions of these microorganisms, some harmful but the majority of them beneficial. “Good” bacteria help break down food and keep the “bad” bacteria at bay. Probiotic bacteria are found in cultured dairy foods like yogurt, fermented vegetables like kimchi and sauerkraut, and foods fortified with probiotic bacterial cultures. They’re also available in capsules. So they’re easy to find and consume… but are they really the “miracle cure” many claim them to be? Although there is some indication from the research evidence that probiotics may help to treat many common health issues (includingrespiratory infections(1) andpneumonia(2)), so far, we can only\xa0say with confidence that probiotics are beneficial for improved digestive health. Medications (especially antibiotics), stress, diet and other factors can alter the ratio of good to bad bacteria in your gut, causing infection and disease. This happens more often than you might think: antibiotics are one of the most prescribed medications in Canada and the US (and often prescribed unnecessarily… but that’s another story) (3;4). They’re important and effective in killing infection-causing bacteria, but they often end up killing a lot of good bacteria, upsetting that important balance and giving dangerousClostridium difficilebacteria a chance to cause severe diarrhea and other bowel diseases, sometimes with fatal results (5). That’s where probiotics – likeLactobacillus rhamnosus, Lactobacillus caseiandBifidobacterium lactis– come in. Research evidence shows that probiotics given to children and adults taking antibiotics successfully lowers the risk ofC. difficile-associated diarrhea (6;7). Thanks to results from these and other studies, probiotics are now recommended and commonly prescribed for people who are taking antibiotics, particularly as they are relatively inexpensive and safe for most people (6). There is also promising evidence that probiotics may also help in the treatment of other common gastrointestinal problems, including irritable bowel syndrome and chronic constipation (8), conditions that affect more than 10% of the adult population (9;10). As we continue to learn more about the role probiotics play in promoting health, go ahead and enjoy your yogurt, especially if you are prescribed antibiotics. Consuming more probiotic-rich food isn't likely to cause harm, and very well may help keep your gut balanced and happy! As for the other health benefits of probiotics? Time – and evidence from ongoing research – will tell.""]"
255,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/06/06/no-one-left-out-breaking-down-cultural-barriers-to-support-healthy-aging,6 June 2017,No one left out: Breaking down cultural barriers to support healthy aging,"['Taking responsibility for your own health isn’t just about going to the doctor when you’re hurt or ill. It’s also about being proactive: going for check-ups, taking part in screening programs that can detect certain diseases in the early stages and learning how to prevent or better manage chronic conditions. These actions can help save lives and prevent more invasive medical procedures (1;2). But what if you don’t know about such programs, have no way to get to them, are confused about their purpose or don’t understand what you’re being told? That’s the case for many people, including those in underserved communities who don’t access these vital health programs due to location, language and/or other barriers (3). Being sensitive to cultural values, beliefs and concerns is a starting point to help reduce unequal access to health information and programs. But what specific actions can we take? Asystematic reviewon cancer screening measured whether culturally adapted health education helps to improve cancer screening rates (4). Participants were included in peer-led information sessions about cancer screening and given culturally customized materials (pamphlets, brochures, videos, etc.), individualized reminders and guidance, and – in some cases – free materials or reimbursement of costs related to screening. Communication and training that reflects an individual’s language and culture improves people’s ability and motivation to respond to health promotion programs (4;5). Culturally adapted materials resulted in higher cancer screening participation rates (4). We often feel more comfortable and receptive when we can relate to the person giving advice, and this review found that programs were particularly successful when delivered by “peer providers” with the same ethnic background or similar cultural values (4;5). Many of the included studies found that these targeted approaches also helped improve people’s knowledge, awareness and attitudes about screening, suggesting they are more likely to continue participating in the programs in the future. And this is just one example. Culturally customized health education can have benefits beyond cancer screening.A secondsystematic reviewfound that culturally adapted training for diabetes self-care improves symptoms and helps people cope better with the disease (6). While athird reviewfound that culturally tailoring programs/treatment approaches/strategies may have the potential to enhance satisfaction with the care received and improve health outcomes in ethnic minorities with a chronic illness (7). Translation of information and interpretation by peers helps to ensure health messages are meaningfully understood… but we know it takes more than this. Dr. Esha Ray Chaudhuri, a social scientist and member of\xa0McMaster Optimal Aging Portal\'s Citizen Advisory Council, points out that a message is only useful if people “actually relate to its value,” and are able to put the advice into practice. For example, translated materials can help people understand the importance of cancer screening or improving their diet. But if these recommendations differ from their personal or cultural values, or they are dependent on a family member or public transportation to take them to appointments or shopping, they may not be able to actually do these things. Dr. Ray Chaudhuri also cautions that some approaches could back-fire “if based on a limited understanding of a different culture.” Making assumptions about the needs and uniformity of cultural communities could actually turn people off and impede the success of health programs, she says. One way to ensure that healthy aging education, programs and services fit your needs is to get involved: advocate for activities and approaches that work for you! Dr. Ray Chaudhuri encourages all of us to recognize and share our individual needs and preferences as a “whole” person – including language and cultural/personal values – as a way to help more people access and follow through on recommendations to improve health. Speak up at appointments with your health providers and contact your local health centre to find out how you can get involved. Cultural attitudes and values are central to how people view their own health and wellbeing. Incorporating these values into health communication and promotion strategies can help ensure that no one ""falls through the cracks"" when it comes to preventing or managing serious diseases.']"
256,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/05/30/avoid-falls-with-these-3-simple-tips,30 May 2017,Avoid falls with these 4 simple tips,"['Falls are the leading cause of injury-related hospitalizations among Canadian seniors (1) and 20% to 30% of people aged 65 and older suffer serious falls each year (2). Furthermore, older adults who fall once are more likely to fall again (2). Those are startling statistics and they represent a lot of injured people whose quality of life is also likely to take a nosedive. You don’t have to be one of them! Maybe you’ve already made some changes to your home environment such as installing handrails and grab bars, improving lighting and removing items that can be a tripping hazard. That’s wise, but don’t stop there. Research shows these three simple changes to your physical health can also help you stay steady on your feet. Click on the links for details about the research. 1.  Build your strength As we age our bodies often lose muscle mass and strength (a condition called sarcopenia) and the resulting weakness – particularly in the legs – is what makes us more likely to fall. But we can fight back by getting regular physical exercise that includes weight bearing activities to build and strengthen muscles. One approach supported by research evidence is“high intensity progressive resistance strength training""(3). It’s not as complicated as it sounds: simply start exercising with a weight that is difficult but doable and increase the weight as it becomes easier. Many different types of exercise are beneficial for building muscle mass, includingworking out in the pooland withelastic resistance bands(4;5). Remember: the best type of exercise is one that you enjoy, as you are more likely to stick with it and see the benefits. What’s more, exercise can also be combined with other falls prevention strategies—such as education or doing anenvironmental assessmentandremoving tripping hazards—to prevent falls (6-9). 2.  Find your balance A loss of balance is also common in older age, another reason seniors are at higher risk of falling. Once again, exercise is the remedy. Movements designed to improve balance and flexibility – includingPilatesand exercises using theNintendo Wii– can help us stand firm, or recover quickly if we begin to lose our footing (10-12).Tai chiis also recommended for its various benefits including improving strength and balance through slow controlled movements (13). 3.  Take stock of your pill cupboard With age comes wisdom… and often a lot more pills. Prescription and over-the-counter drugs serve a purpose, but side effects such as dizziness, disorientation and sleepiness couldcause people to stumble and fall(14). As well, seniors who take multiple medications are athigher risk of health complicationsfrom drug interactions. Amedication reviewwith your doctor or pharmacist helps to assess the benefits and risks of prescribed drugs and may result in some drugs being “deprescribed.” This means backing off when doses are too high or stopping medications that are no longer needed (15). 4. Consider seeing a podiatrist Be it issues with your shoes or feet, being mindful of your foot health is an important part of the falls prevention process.Podiatry care, specifically multicomponent care (e.g., podiatrist care with advice, information, exercises, and footwear and/or orthotics) and multifaceted care (e.g., risk assessment by a diverse team of professionals and a referral to a podiatrist) may reduce falls in older adults (16). Failure (to move) is not an option! Many older adults believe the best way to protect themselves from falling and getting hurt is by stopping some or all of their physical activities. That might seem like a safe and sensible solution but it’s flawed for a few reasons. The less you move and exercise, the weaker and more frail you become, whichincreasesyour risk of falling. And life can end up being pretty dull for people who don’t get out much. Instead, examine your exercise and other lifestyle routines and make some changes if necessary. It’s never too late – or too early – to work on making yourself more sure-footed and able to resist falls so you can get out and about with confidence.']"
257,https://www.mcmasteroptimalaging.org/blog/detail/blog/2017/05/17/got-heartburn-avoid-these-common-acid-blocking-drugs,17 May 2017,Got heartburn? Avoid these common acid-blocking drugs,"['Do you suffer from stomach (gastrointestinal) problems causing heartburn? It can be a huge relief to find treatment options that work. Perhaps you keep some over-the-counter tablets, pills or liquids on hand to help. Or maybe, like millions of North Americans, you’ve graduated to a stronger type of prescription drug known as proton pump inhibitors (PPIs). PPIs work by reducing the amount of acid produced in the stomach. For people with gastric ulcers or gastroesophageal reflux disease (GERD), PPIs’ acid-blocking abilities help ulcers to heal or prevent damage to the esophagus. They do the job (1), which is why they’ve increasingly been prescribed for more common gastrointestinal issues like heartburn. PPIs – for example, esomprazole (Nexium), omeprazole (Prilosec) and lansoprazole (Prevacid) – are one of the most commonly prescribed types of medication worldwide (2). But that trend may be over as more health professionals are taking steps to stop the overprescribing of PPIs, which has accounted for billions of dollars in drug costs (3). There has also been a lot of press on the possible harms of PPIs.\xa0There is evidence that people taking PPIs may be more likely to get GI infections (4) but other possible harms may turn out not to be true (5). Nevertheless these studies highlight that you can never be sure a drug is safe and it is important not to take drugs that you don’t really need. Awareness of the potential harms and overprescribing of PPIs has shifted the focus of research to find safe and effective ways to get people off this type of medication (6). Research evidence shows that many people are prescribed PPIs unnecessarily and at too high a dose (6). Awareness and education – giving people the facts about the risks associated with PPIs – is a first step to discontinue the drug. Tapering off (gradually reducing the medication) is recommended as a safe way to do so (6). This can help to avoid the uncomfortable “rebound” acid reflux that can happen when acid blocking drugs are withdrawn too quickly (7). Used appropriately, PPIs are beneficial in treating certain illnesses. But Health Canada advises they be prescribed at the lowest dose and the shortest duration necessary to treat the condition (8). What does it mean for people experiencing common – yet still distressing – episodes of heartburn? First, ask your doctor or pharmacist if your heartburn or ulcer medication is a PPI. If so, work together to decide whether or how to taper off this medication. Most patients can safely reduce or stop their PPI medications, the exception to this would be those that have a condition called Barrett’s esophagus and some patients that have a previous bleeding gastric or duodenal ulcer (or at high risk of having this). Safer solutions may include trying a few lifestyle changes (for example, changing your eating and drinking habits or sleep positions) supplemented when needed with over-the-counter antacid pills and tablets if necessary. Maybe they won’t be as quick a fix, but they do work (9) and what a relief to know you’re not putting yourself at risk of additional health problems.']"
